
4K,#genre#
湖北卫视,http://118.81.195.79:9003/hls/32/index.m3u8$LR•IPV4•48『线路11』
湖北卫视,http://23.237.228.134/live6/hubei.m3u8$LR•IPV4•48『线路12』
湖北卫视,http://43.251.226.89:8080/play/46.m3u8$LR•IPV4•48『线路13』
湖北卫视,http://gfr.x3322.net:9901/tsfile/live/1088_1.m3u8$LR•IPV4•48『线路14』
湖北卫视,http://api.kkitv.itv888.cn:8080/hls/qwummpaoaq/index.m3u8$LR•IPV4•48『线路15』
湖北卫视,https://iptv.catvod.com/catvod.php?id=hubws$LR•IPV4•48『线路16』
湖北卫视,https://httop.top/ysp-湖北卫视$LR•IPV4•48『线路17』
湖北卫视,http://iptv.huuc.edu.cn/hls/hbhd.m3u8$LR•IPV4•48『线路18』
湖北卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=hubws$LR•IPV4•48『线路19』
湖北卫视,http://www.745612.xyz:7788/rtp/235.254.198.72:1564$LR•IPV4•48『线路20』
湖北卫视,http://120.76.248.139/live/bfgd/4200000102.m3u8$LR•IPV4•48『线路21』
湖北卫视,http://59.110.175.70:23567/PLTV/651/224/3221226713/1.m3u8$LR•IPV4•48『线路22』
湖北卫视,http://t.061899.xyz/tl/tl.php?id=hubws$LR•IPV4•48『线路23』
湖北卫视,http://live.bypbwxx.top/live/zhibojm-weishi.php?token=d3e0701aed59b05aa68f3dc365cba1$LR•IPV4•48『线路24』
湖北卫视,http://45.192.97.170:8880/play/1255.m3u8$LR•IPV4•48『线路25』
湖北卫视,http://45.192.97.170:8880/play/34.m3u8$LR•IPV4•48『线路26』
湖北卫视,http://119.233.255.62:1234/947472496$LR•IPV4•48『线路27』
湖北卫视,http://47.104.178.59:3566/947472496$LR•IPV4•48『线路28』
湖北卫视,https://live.chinacert.cftest5.cn/cnmg/live/947472496$LR•IPV4•48『线路29』
湖北卫视,http://211.101.246.28:3000/947472496$LR•IPV4•48『线路30』
湖北卫视,http://116.10.203.183:3566/947472496$LR•IPV4•48『线路31』
湖北卫视,http://182.85.163.168:5678/947472496$LR•IPV4•48『线路32』
湖北卫视,http://mg.cttv.vip/947472496$LR•IPV4•48『线路33』
湖北卫视,http://fn.gcl.de5.net:5908/gsh950428/947472496$LR•IPV4•48『线路34』
湖北卫视,http://120.4.126.153:1234/947472496$LR•IPV4•48『线路35』
湖北卫视,http://47.119.24.76:59093/947472496$LR•IPV4•48『线路36』
湖北卫视,http://45.78.61.93:1234/947472496$LR•IPV4•48『线路37』
湖北卫视,http://139.155.89.87:1000/947472496$LR•IPV4•48『线路38』
湖北卫视,http://111.29.9.33:6610/000000001000/1000000001000010355/index.m3u8?channel-id=bestzb&Contentid=1000000001000010355&livemode=1&stbId=3$LR•IPV4•48『线路39』
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226206/index.m3u8$LR•IPV4•48『线路40』
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225760/index.m3u8$LR•IPV4•48『线路41』
湖北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227230/index.m3u8$LR•IPV4•48『线路42』
湖北卫视,http://47.100.80.251:50001/947472496$LR•IPV4•48『线路43』
湖北卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000004000014954&livemode=1&stbId=yu&mode=1&$LR•IPV4•48『线路44』
湖北卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000010000022140&livemode=1&stbId=yu&mode=1&$LR•IPV4•48『线路45』
湖北卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000010355&livemode=1&stbId=yu&mode=1&$LR•IPV4•48『线路46』
湖北卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000024621&livemode=1&stbId=yu&mode=1&$LR•IPV4•48『线路47』
湖北卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265023&livemode=1&stbId=yu&mode=1&$LR•IPV4•48『线路48』
江西卫视,https://jsp-tv-live.jxtvcn.com.cn/live-jsp/tv_jxtv3_hd.m3u8?t=1785926263&token=c75c90bb-3f4b-463e-80ef-93eff6bcb125&d=45ad54d4378e4af081487e8de3a26c0f$LR•IPV4•52『线路1』
江西卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226956/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ei6ZIpVizXlewg-YfGvH8dA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•52『线路2』
江西卫视,http://101.66.198.174:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•52『线路3』
江西卫视,http://101.66.195.210:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•52『线路4』
江西卫视,http://101.66.199.252:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•52『线路5』
江西卫视,http://123.118.55.165:45237/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•52『线路6』
江西卫视,http://107.150.60.122/live/jxwshd.m3u8$LR•IPV4•52『线路7』
江西卫视,http://192.151.150.154/live/jxwshd.m3u8$LR•IPV4•52『线路8』
江西卫视,http://204.12.221.218:8181/3m1080p/jxws.m3u8$LR•IPV4•52『线路9』
江西卫视,http://198.204.228.26/live/jxwshd.m3u8$LR•IPV4•52『线路10』
江西卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=jxwshd$LR•IPV4•52『线路11』
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub$LR•IPV4•52『线路12』
江西卫视,http://112.123.243.37:50085/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•52『线路13』
江西卫视,http://153.0.171.163:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•52『线路14』
江西卫视,http://112.27.235.94:8000/hls/44/index.m3u8$LR•IPV4•52『线路15』
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8$LR•IPV4•52『线路16』
江西卫视,http://23.237.228.134/live8/jiangxi.m3u8$LR•IPV4•52『线路17』
江西卫视,http://43.251.226.89:8080/play/43.m3u8$LR•IPV4•52『线路18』
江西卫视,http://api.kkitv.itv888.cn:8080/hls/pv0np60bpin/index.m3u8$LR•IPV4•52『线路19』
江西卫视,https://iptv.catvod.com/catvod.php?id=jxws$LR•IPV4•52『线路20』
江西卫视,https://httop.top/ysp-江西卫视$LR•IPV4•52『线路21』
江西卫视,http://iptv.huuc.edu.cn/hls/jxhd.m3u8$LR•IPV4•52『线路22』
江西卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=jxws$LR•IPV4•52『线路23』
江西卫视,http://120.76.248.139/live/bfgd/4200000098.m3u8$LR•IPV4•52『线路24』
江西卫视,http://59.110.175.70:23567/PLTV/651/224/3221226726/1.m3u8$LR•IPV4•52『线路25』
江西卫视,http://t.061899.xyz/tl/tl.php?id=jxws$LR•IPV4•52『线路26』
江西卫视,http://live.bypbwxx.top/live/zhibojm-weishi.php?token=9289db9e8f026024d64764adb40a04$LR•IPV4•52『线路27』
江西卫视,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=jxws&zy.m3u8$LR•IPV4•52『线路28』
江西卫视,http://45.192.97.170:8880/play/32.m3u8$LR•IPV4•52『线路29』
江西卫视,http://m.061899.xyz/mg/jxws$LR•IPV4•52『线路30』
江西卫视,http://119.233.255.62:1234/783847495$LR•IPV4•52『线路31』
江西卫视,http://47.104.178.59:3566/783847495$LR•IPV4•52『线路32』
江西卫视,https://live.chinacert.cftest5.cn/cnmg/live/783847495$LR•IPV4•52『线路33』
江西卫视,http://k.061899.xyz/k.php?id=jxws$LR•IPV4•52『线路34』
江西卫视,http://211.101.246.28:3000/783847495$LR•IPV4•52『线路35』
江西卫视,http://116.10.203.183:3566/783847495$LR•IPV4•52『线路36』
江西卫视,http://182.85.163.168:5678/783847495$LR•IPV4•52『线路37』
江西卫视,http://mg.cttv.vip/783847495$LR•IPV4•52『线路38』
江西卫视,http://fn.gcl.de5.net:5908/gsh950428/783847495$LR•IPV4•52『线路39』
江西卫视,http://120.4.126.153:1234/783847495$LR•IPV4•52『线路40』
江西卫视,http://47.119.24.76:59093/783847495$LR•IPV4•52『线路41』
江西卫视,http://45.78.61.93:1234/783847495$LR•IPV4•52『线路42』
江西卫视,http://139.155.89.87:1000/783847495$LR•IPV4•52『线路43』
江西卫视,http://111.29.9.33:6610/000000001000/1000000001000013731/index.m3u8?channel-id=bestzb&Contentid=1000000001000013731&livemode=1&stbId=3$LR•IPV4•52『线路44』
江西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225764/index.m3u8$LR•IPV4•52『线路45』
江西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226788/index.m3u8$LR•IPV4•52『线路46』
江西卫视,http://47.100.80.251:50001/783847495$LR•IPV4•52『线路47』
江西卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000004000011210&livemode=1&stbId=yu&mode=1&$LR•IPV4•52『线路48』
江西卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000013731&livemode=1&stbId=yu&mode=1&$LR•IPV4•52『线路49』
江西卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000006000268001&livemode=1&stbId=yu&mode=1&$LR•IPV4•52『线路50』
江西卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000001000032154&livemode=1&stbId=yu&mode=1&$LR•IPV4•52『线路51』
江西卫视,http://111.29.9.39:6610/000000001000/5000000004000011210/index.m3u8?channel-id=bestzb&Contentid=5000000004000011210&livemode=1&stbId=3$LR•IPV4•52『线路52』
吉林卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227015/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EW5-3AVdwD5KlUpuA4mz7Cg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•46『线路1』
吉林卫视,http://111.8.224.6:9999/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•46『线路2』
吉林卫视,http://198.204.228.26/live/jlwshd.m3u8$LR•IPV4•46『线路3』
吉林卫视,http://107.150.60.122/live/jlwshd.m3u8$LR•IPV4•46『线路4』
吉林卫视,http://101.66.199.252:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•46『线路5』
吉林卫视,http://101.66.199.65:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•46『线路6』
吉林卫视,http://101.66.195.138:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•46『线路7』
吉林卫视,http://101.66.194.210:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•46『线路8』
吉林卫视,http://101.66.198.174:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•46『线路9』
吉林卫视,http://101.66.195.210:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•46『线路10』
吉林卫视,http://153.0.171.163:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•46『线路11』
吉林卫视,http://cssbyd.imwork.net:8082/hls/41/index.m3u8$LR•IPV4•46『线路12』
吉林卫视,http://118.81.195.79:9003/hls/34/index.m3u8$LR•IPV4•46『线路13』
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub$LR•IPV4•46『线路14』
吉林卫视,http://23.237.228.134/live8/jilin.m3u8$LR•IPV4•46『线路15』
吉林卫视,http://43.251.226.89:8080/play/47.m3u8$LR•IPV4•46『线路16』
吉林卫视,http://api.kkitv.itv888.cn:8080/hls/b6dl8yuvu/index.m3u$LR•IPV4•46『线路17』
吉林卫视,https://iptv.catvod.com/catvod.php?id=jlws$LR•IPV4•46『线路18』
吉林卫视,https://httop.top/ysp-吉林卫视$LR•IPV4•46『线路19』
吉林卫视,http://120.76.248.139/live/bfgd/4200000097.m3u8$LR•IPV4•46『线路20』
吉林卫视,http://59.110.175.70:23567/PLTV/651/224/3221226671/1.m3u8$LR•IPV4•46『线路21』
吉林卫视,http://t.061899.xyz/tl/tl.php?id=jlws$LR•IPV4•46『线路22』
吉林卫视,http://live.bypbwxx.top/live/zhibojm-weishi.php?token=dd2e179d5443afc04f8c35006a1353$LR•IPV4•46『线路23』
吉林卫视,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=jlws&zy.m3u8$LR•IPV4•46『线路24』
吉林卫视,http://45.192.97.170:8880/play/1257.m3u8$LR•IPV4•46『线路25』
吉林卫视,http://m.061899.xyz/mg/jlws$LR•IPV4•46『线路26』
吉林卫视,http://119.233.255.62:1234/947472500$LR•IPV4•46『线路27』
吉林卫视,http://47.104.178.59:3566/947472500$LR•IPV4•46『线路28』
吉林卫视,https://live.chinacert.cftest5.cn/cnmg/live/947472500$LR•IPV4•46『线路29』
吉林卫视,http://k.061899.xyz/k.php?id=jlws$LR•IPV4•46『线路30』
吉林卫视,http://211.101.246.28:3000/947472500$LR•IPV4•46『线路31』
吉林卫视,http://116.10.203.183:3566/947472500$LR•IPV4•46『线路32』
吉林卫视,http://182.85.163.168:5678/947472500$LR•IPV4•46『线路33』
吉林卫视,http://mg.cttv.vip/947472500$LR•IPV4•46『线路34』
吉林卫视,http://fn.gcl.de5.net:5908/gsh950428/947472500$LR•IPV4•46『线路35』
吉林卫视,http://120.4.126.153:1234/947472500$LR•IPV4•46『线路36』
吉林卫视,http://47.119.24.76:59093/947472500$LR•IPV4•46『线路37』
吉林卫视,http://45.78.61.93:1234/947472500$LR•IPV4•46『线路38』
吉林卫视,http://139.155.89.87:1000/947472500$LR•IPV4•46『线路39』
吉林卫视,http://111.29.9.33:6610/000000001000/5000000011000031117/index.m3u8?channel-id=bestzb&Contentid=5000000011000031117&livemode=1&stbId=3$LR•IPV4•46『线路40』
吉林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225792/index.m3u8$LR•IPV4•46『线路41』
吉林卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227310/index.m3u8$LR•IPV4•46『线路42』
吉林卫视,http://47.100.80.251:50001/947472500$LR•IPV4•46『线路43』
吉林卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000031117&livemode=1&stbId=yu&mode=1&$LR•IPV4•46『线路44』
吉林卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6042486520432105075&livemode=1&stbId=yu&mode=1&$LR•IPV4•46『线路45』
吉林卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000006000040013&livemode=1&stbId=yu&mode=1&$LR•IPV4•46『线路46』
内蒙古卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227018/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ErN_hoRDwApMKnJqiNHvn9w%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•24『线路1』
内蒙古卫视,http://198.204.228.26/live/nmgws.m3u8$LR•IPV4•24『线路2』
内蒙古卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nmgws$LR•IPV4•24『线路3』
内蒙古卫视,http://38.75.136.137:98/gslb/dsdqpub/nmgws.m3u8?auth=testpub$LR•IPV4•24『线路4』
内蒙古卫视,http://112.123.243.37:50085/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•24『线路5』
内蒙古卫视,http://153.0.171.163:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•24『线路6』
内蒙古卫视,http://cssbyd.imwork.net:8082/hls/44/index.m3u8$LR•IPV4•24『线路7』
内蒙古卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8$LR•IPV4•24『线路8』
内蒙古卫视,http://117.169.120.140:8080/live/neimenggustv/.m3u8$LR•IPV4•24『线路9』
内蒙古卫视,http://183.207.248.71/gitv/live1/G_NEIMENGGU/G_NEIMENGGU$LR•IPV4•24『线路10』
内蒙古卫视,http://223.110.245.173/PLTV/4/224/3221225836/index.m3u8$LR•IPV4•24『线路11』
内蒙古卫视,http://23.237.228.134/live8/neimenggu.m3u8$LR•IPV4•24『线路12』
内蒙古卫视,https://iptv.catvod.com/catvod.php?id=nmws$LR•IPV4•24『线路13』
内蒙古卫视,https://httop.top/ysp-内蒙古卫视$LR•IPV4•24『线路14』
内蒙古卫视,http://120.76.248.139/live/bfgd/4200000110.m3u8$LR•IPV4•24『线路15』
内蒙古卫视,http://59.110.175.70:23567/PLTV/651/224/3221226685/1.m3u8$LR•IPV4•24『线路16』
内蒙古卫视,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=nmgws&zy.m3u8$LR•IPV4•24『线路17』
内蒙古卫视,http://m.061899.xyz/mg/nmgws$LR•IPV4•24『线路18』
内蒙古卫视,http://k.061899.xyz/k.php?id=nmgws$LR•IPV4•24『线路19』
内蒙古卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227182/index.m3u8$LR•IPV4•24『线路20』
内蒙古卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225786/index.m3u8$LR•IPV4•24『线路21』
内蒙古卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226886/index.m3u8$LR•IPV4•24『线路22』
内蒙古卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000002000014080&livemode=1&stbId=yu&mode=1&$LR•IPV4•24『线路23』
内蒙古卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=7331079758781182663&livemode=1&stbId=yu&mode=1&$LR•IPV4•24『线路24』
辽宁卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226966/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E6qJH8Fd-zgCGx3P-Ce86cA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•42『线路1』
辽宁卫视,http://107.150.60.122/live/lnwshd.m3u8$LR•IPV4•42『线路2』
辽宁卫视,http://153.0.171.163:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•42『线路3』
辽宁卫视,http://112.27.235.94:8000/hls/47/index.m3u8$LR•IPV4•42『线路4』
辽宁卫视,http://39.134.39.37/PLTV/88888888/224/3221226209/index.m3u8$LR•IPV4•42『线路5』
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub$LR•IPV4•42『线路6』
辽宁卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/lnwshd265/54/20200407/01.m3u8?&HlsSubType=&encrypt=$LR•IPV4•42『线路7』
辽宁卫视,http://23.237.228.134/live8/liaoning.m3u8$LR•IPV4•42『线路8』
辽宁卫视,http://43.251.226.89:8080/play/41.m3u8$LR•IPV4•42『线路9』
辽宁卫视,http://gfr.x3322.net:9901/tsfile/live/1097_1.m3u8$LR•IPV4•42『线路10』
辽宁卫视,http://api.kkitv.itv888.cn:8080/hls/iibq0absdjr/index.m3u8$LR•IPV4•42『线路11』
辽宁卫视,https://iptv.catvod.com/catvod.php?id=lnws$LR•IPV4•42『线路12』
辽宁卫视,https://httop.top/ysp-辽宁卫视$LR•IPV4•42『线路13』
辽宁卫视,http://iptv.huuc.edu.cn/hls/lnhd.m3u8$LR•IPV4•42『线路14』
辽宁卫视,http://120.76.248.139/live/bfgd/4200000141.m3u8$LR•IPV4•42『线路15』
辽宁卫视,http://120.76.248.139/live/bfgd/4200000185.m3u8$LR•IPV4•42『线路16』
辽宁卫视,http://120.76.248.139/live/bfgd/4200000058.m3u8$LR•IPV4•42『线路17』
辽宁卫视,http://59.110.175.70:23567/PLTV/651/224/3221226689/1.m3u8$LR•IPV4•42『线路18』
辽宁卫视,http://t.061899.xyz/tl/tl.php?id=lnws$LR•IPV4•42『线路19』
辽宁卫视,http://live.bypbwxx.top/live/zhibojm-weishi.php?token=a65c4fab9d8c3a38847e1d6b9f4053$LR•IPV4•42『线路20』
辽宁卫视,http://45.192.97.170:8880/play/30.m3u8$LR•IPV4•42『线路21』
辽宁卫视,http://119.233.255.62:1234/630291707$LR•IPV4•42『线路22』
辽宁卫视,http://47.104.178.59:3566/630291707$LR•IPV4•42『线路23』
辽宁卫视,https://live.chinacert.cftest5.cn/cnmg/live/630291707$LR•IPV4•42『线路24』
辽宁卫视,http://211.101.246.28:3000/630291707$LR•IPV4•42『线路25』
辽宁卫视,http://116.10.203.183:3566/630291707$LR•IPV4•42『线路26』
辽宁卫视,http://182.85.163.168:5678/630291707$LR•IPV4•42『线路27』
辽宁卫视,http://mg.cttv.vip/630291707$LR•IPV4•42『线路28』
辽宁卫视,http://fn.gcl.de5.net:5908/gsh950428/630291707$LR•IPV4•42『线路29』
辽宁卫视,http://120.4.126.153:1234/630291707$LR•IPV4•42『线路30』
辽宁卫视,http://47.119.24.76:59093/630291707$LR•IPV4•42『线路31』
辽宁卫视,http://45.78.61.93:1234/630291707$LR•IPV4•42『线路32』
辽宁卫视,http://139.155.89.87:1000/630291707$LR•IPV4•42『线路33』
辽宁卫视,http://111.29.9.33:6610/000000001000/1000000001000001945/index.m3u8?channel-id=bestzb&Contentid=1000000001000001945&livemode=1&stbId=3$LR•IPV4•42『线路34』
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226201/index.m3u8$LR•IPV4•42『线路35』
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225772/index.m3u8$LR•IPV4•42『线路36』
辽宁卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227242/index.m3u8$LR•IPV4•42『线路37』
辽宁卫视,http://47.100.80.251:50001/630291707$LR•IPV4•42『线路38』
辽宁卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000004000011671&livemode=1&stbId=yu&mode=1&$LR•IPV4•42『线路39』
辽宁卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000001945&livemode=1&stbId=yu&mode=1&$LR•IPV4•42『线路40』
辽宁卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000002000024033&livemode=1&stbId=yu&mode=1&$LR•IPV4•42『线路41』
辽宁卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000001000008940&livemode=1&stbId=yu&mode=1&$LR•IPV4•42『线路42』
宁夏卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227003/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ESco1zinvdUYzleEkXYhIvA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•35『线路1』
宁夏卫视,http://123.118.55.165:45237/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•35『线路2』
宁夏卫视,http://111.8.224.6:9999/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•35『线路3』
宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub$LR•IPV4•35『线路4』
宁夏卫视,http://192.151.150.154/live/nxws.m3u8$LR•IPV4•35『线路5』
宁夏卫视,http://107.150.60.122/live/nxws.m3u8$LR•IPV4•35『线路6』
宁夏卫视,http://198.204.228.26/live/nxws.m3u8$LR•IPV4•35『线路7』
宁夏卫视,http://153.0.171.163:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•35『线路8』
宁夏卫视,http://120.76.248.139/live/bfgd/4200000118.m3u8$LR•IPV4•35『线路9』
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8$LR•IPV4•35『线路10』
宁夏卫视,http://43.251.226.89:8080/play/54.m3u8$LR•IPV4•35『线路11』
宁夏卫视,https://iptv.catvod.com/catvod.php?id=nxws$LR•IPV4•35『线路12』
宁夏卫视,https://httop.top/ysp-宁夏卫视$LR•IPV4•35『线路13』
宁夏卫视,http://59.110.175.70:23567/PLTV/651/224/3221226691/1.m3u8$LR•IPV4•35『线路14』
宁夏卫视,http://t.061899.xyz/tl/tl.php?id=nxws$LR•IPV4•35『线路15』
宁夏卫视,http://119.233.255.62:1234/738910535$LR•IPV4•35『线路16』
宁夏卫视,http://47.104.178.59:3566/738910535$LR•IPV4•35『线路17』
宁夏卫视,https://live.chinacert.cftest5.cn/cnmg/live/738910535$LR•IPV4•35『线路18』
宁夏卫视,http://211.101.246.28:3000/738910535$LR•IPV4•35『线路19』
宁夏卫视,http://116.10.203.183:3566/738910535$LR•IPV4•35『线路20』
宁夏卫视,http://182.85.163.168:5678/738910535$LR•IPV4•35『线路21』
宁夏卫视,http://mg.cttv.vip/738910535$LR•IPV4•35『线路22』
宁夏卫视,http://fn.gcl.de5.net:5908/gsh950428/738910535$LR•IPV4•35『线路23』
宁夏卫视,http://120.4.126.153:1234/738910535$LR•IPV4•35『线路24』
宁夏卫视,http://47.119.24.76:59093/738910535$LR•IPV4•35『线路25』
宁夏卫视,http://45.78.61.93:1234/738910535$LR•IPV4•35『线路26』
宁夏卫视,http://139.155.89.87:1000/738910535$LR•IPV4•35『线路27』
宁夏卫视,http://111.29.9.33:6610/000000001000/1000000002000031451/index.m3u8?channel-id=bestzb&Contentid=1000000002000031451&livemode=1&stbId=3$LR•IPV4•35『线路28』
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227145/index.m3u8$LR•IPV4•35『线路29』
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227184/index.m3u8$LR•IPV4•35『线路30』
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225748/index.m3u8$LR•IPV4•35『线路31』
宁夏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226804/index.m3u8$LR•IPV4•35『线路32』
宁夏卫视,http://47.100.80.251:50001/738910535$LR•IPV4•35『线路33』
