🌙月光宝盒,#genre#
江西卫视,http://60.174.40.117:85/tsfile/live/0138_1.m3u8?key=txiptv
浙江卫视,http://60.174.40.117:85/tsfile/live/1031_1.m3u8?key=txiptv
湖南卫视,http://60.174.40.117:85/tsfile/live/1030_1.m3u8?key=txiptv
湖北卫视,http://60.174.40.117:85/tsfile/live/0132_1.m3u8?key=txiptv
安徽卫视,http://60.174.40.117:85/tsfile/live/1019_1.m3u8?key=txiptv
山东卫视,http://60.174.40.117:85/tsfile/live/1036_1.m3u8?key=txiptv
山西卫视,http://60.174.40.117:85/tsfile/live/0118_1.m3u8?key=txiptv
教育卫视,http://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
河南卫视,http://60.174.40.117:85/tsfile/live/1034_1.m3u8?key=txiptv
河北卫视,http://60.174.40.117:85/tsfile/live/1035_1.m3u8?key=txiptv
厦门卫视,http://60.174.40.117:85/tsfile/live/0129_1.m3u8?key=txiptv
龙江卫视,http://60.174.40.117:85/tsfile/live/1032_1.m3u8?key=txiptv
吉林卫视,http://60.174.40.117:85/tsfile/live/0116_1.m3u8?key=txiptv
辽宁卫视,http://60.174.40.117:85/tsfile/live/1033_1.m3u8?key=txiptv
云南卫视,http://60.174.40.117:85/tsfile/live/0119_1.m3u8?key=txiptv
贵州卫视,http://60.174.40.117:85/tsfile/live/0120_1.m3u8?key=txiptv
四川卫视,http://60.174.40.117:85/tsfile/live/0123_1.m3u8?key=txiptv
重庆卫视,http://60.174.40.117:85/tsfile/live/1028_1.m3u8?key=txiptv
陕西卫视,http://219.146.95.58:59902/tsfile/live/0136_1.m3u8
甘肃卫视,http://60.174.40.117:85/tsfile/live/0141_1.m3u8?key=txiptv
宁夏卫视,http://zqh2333.top:2222/rtp/239.93.24.247:5140
青海卫视,http://zqh2333.top:2222/rtp/239.93.24.192:5140
内蒙卫视,http://219.146.95.58:59902/tsfile/live/0109_1.m3u8
西藏卫视,http://219.146.95.58:59902/tsfile/live/0111_1.m3u8
新疆卫视,http://219.146.95.58:59902/tsfile/live/0110_1.m3u8
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
三沙卫视,http://pullsstv90080111.ssws.tv/live/SSTV20230221.m3u8
北京卫视,http://221.226.4.10:85/tsfile/live/1012_1.m3u8?key=txiptv
天津卫视,http://221.226.4.10:85/tsfile/live/1014_1.m3u8?key=txiptv
东方卫视,http://221.226.4.10:85/tsfile/live/1013_1.m3u8?key=txiptv
东南卫视,http://221.226.4.10:85/tsfile/live/0137_1.m3u8?key=txiptv
海南卫视,http://221.226.4.10:85/tsfile/live/1025_1.m3u8?key=txiptv
广东卫视,http://221.226.4.10:85/tsfile/live/1022_1.m3u8?key=txiptv
广西卫视,http://221.226.4.10:85/tsfile/live/1024_1.m3u8?key=txiptv
深圳卫视,http://221.226.4.10:85/tsfile/live/1023_1.m3u8?key=txiptv
江苏卫视,http://221.226.4.10:85/tsfile/live/1006_1.m3u8?key=txiptv
江西卫视,http://219.146.95.58:59902/tsfile/live/0138_1.m3u8?txiptv
浙江卫视,http://221.226.4.10:85/tsfile/live/1018_1.m3u8?key=txiptv
湖南卫视,http://221.226.4.10:85/tsfile/live/1016_1.m3u8?key=txiptv
湖北卫视,http://221.226.4.10:85/tsfile/live/1017_1.m3u8?key=txiptv
安徽卫视,http://221.226.4.10:85/tsfile/live/0130_1.m3u8?key=txiptv
山东卫视,http://221.226.4.10:85/tsfile/live/1021_1.m3u8?key=txiptv
山西卫视,http://221.226.4.10:85/tsfile/live/0118_1.m3u8?key=txiptv
教育卫视,http://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
河南卫视,http://221.226.4.10:85/tsfile/live/0139_1.m3u8?key=txiptv
河北卫视,http://zqh2333.top:2222/rtp/239.93.24.132:5140?key=txiptv
厦门卫视,http://219.146.95.58:59902/tsfile/live/0129_1.m3u8?txiptv
龙江卫视,http://221.226.4.10:85/tsfile/live/1019_1.m3u8?key=txiptv
吉林卫视,http://221.226.4.10:85/tsfile/live/0116_1.m3u8?key=txiptv
辽宁卫视,http://221.226.4.10:85/tsfile/live/1020_1.m3u8?key=txiptv
云南卫视,http://zqh2333.top:2222/rtp/239.93.25.174:5140?key=txiptv
贵州卫视,http://221.226.4.10:85/tsfile/live/0120_1.m3u8?key=txiptv
四川卫视,http://221.226.4.10:85/tsfile/live/0123_1.m3u8?key=txiptv
重庆卫视,http://221.226.4.10:85/tsfile/live/1015_1.m3u8?key=txiptv
陕西卫视,http://219.146.95.58:59902/tsfile/live/0136_1.m3u8?txiptv
甘肃卫视,http://218.1.217.21:9901/tsfile/live/0113_1.m3u8?y=txiptv
宁夏卫视,http://zqh2333.top:2222/rtp/239.93.24.247:5140?key=txiptv
青海卫视,http://221.226.4.10:85/tsfile/live/0140_1.m3u8?key=txiptv
内蒙卫视,http://219.146.95.58:59902/tsfile/live/0109_1.m3u8?txiptv
西藏卫视,http://219.146.95.58:59902/tsfile/live/0111_1.m3u8?txiptv
新疆卫视,http://219.146.95.58:59902/tsfile/live/0110_1.m3u8?txiptv
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8?mkey=txiptv
三沙卫视,http://pullsstv90080111.ssws.tv/live/SSTV20230221.m3u8?tv

香港测试,#genre#

凤凰中文,http://iptv.4666888.xyz/iptv.php?id=20060
凤凰资讯,http://iptv.4666888.xyz/iptv.php?id=20061
凤凰香港,http://iptv.4666888.xyz/iptv.php?id=20062
凤凰中文,http://iptv.4666888.xyz/iptv.php?id=20063
凤凰资讯,http://iptv.4666888.xyz/iptv.php?id=20064
凤凰香港,http://iptv.4666888.xyz/iptv.php?id=20065
Now星影(粤),http://iptv.4666888.xyz/iptv.php?id=20086
Now爆谷(粤),http://iptv.4666888.xyz/iptv.php?id=20087
Now星影(国),http://iptv.4666888.xyz/iptv.php?id=20088
Now爆谷(国),http://iptv.4666888.xyz/iptv.php?id=20089
Now剧集,http://iptv.4666888.xyz/iptv.php?id=20091

天映经典,http://iptv.4666888.xyz/iptv.php?id=20114
天映经典2,http://iptv.4666888.xyz/iptv.php?id=20115
天映频道,http://iptv.4666888.xyz/iptv.php?id=20116
天映频道2,http://iptv.4666888.xyz/iptv.php?id=20117
PopC电影,http://iptv.4666888.xyz/iptv.php?id=20118
美亚电影(港),http://iptv.4666888.xyz/iptv.php?id=20120

TVB翡翠,http://iptv.4666888.xyz/iptv.php?id=20066
TVB翡翠(新加坡),http://iptv.4666888.xyz/iptv.php?id=20067
TVB翡翠(马来),http://iptv.4666888.xyz/iptv.php?id=20068
TVB无线新闻,http://iptv.4666888.xyz/iptv.php?id=20069
TVB无线新闻(北美),http://iptv.4666888.xyz/iptv.php?id=20070
TVB明珠,http://iptv.4666888.xyz/iptv.php?id=20071
TVB_Plus,http://iptv.4666888.xyz/iptv.php?id=20072
TVB娱乐新闻,http://iptv.4666888.xyz/iptv.php?id=20073
TVB生活,http://iptv.4666888.xyz/iptv.php?id=20074
ViuTV,http://iptv.4666888.xyz/iptv.php?id=20075
ViuTV6,http://iptv.4666888.xyz/iptv.php?id=20076
HOY76,http://iptv.4666888.xyz/iptv.php?id=20077
HOY77,http://iptv.4666888.xyz/iptv.php?id=20078
HOY78,http://iptv.4666888.xyz/iptv.php?id=20079
RTHK31,http://iptv.4666888.xyz/iptv.php?id=20080
RTHK32,http://iptv.4666888.xyz/iptv.php?id=20081
Now新闻,http://iptv.4666888.xyz/iptv.php?id=20082
Now新闻,http://iptv.4666888.xyz/iptv.php?id=20083
Now新闻,http://iptv.4666888.xyz/iptv.php?id=20084
Now财经,http://iptv.4666888.xyz/iptv.php?id=20085

Now紫金国际,http://iptv.4666888.xyz/iptv.php?id=20090
Now直播,http://iptv.4666888.xyz/iptv.php?id=20093
Now英超1,http://iptv.4666888.xyz/iptv.php?id=20092
Now668赛马,http://iptv.4666888.xyz/iptv.php?id=20094
TVB1,http://iptv.4666888.xyz/iptv.php?id=20095
TVBJ1,http://iptv.4666888.xyz/iptv.php?id=20096
TVBE,http://iptv.4666888.xyz/iptv.php?id=20097
TVB明珠剧集,http://iptv.4666888.xyz/iptv.php?id=20098
TVB翡翠剧集,http://iptv.4666888.xyz/iptv.php?id=20099
TVB黄金华剧,http://iptv.4666888.xyz/iptv.php?id=20100
TVB星河(粤),http://iptv.4666888.xyz/iptv.php?id=20101
TVB星河(国),http://iptv.4666888.xyz/iptv.php?id=20102
TVB武侠(粤),http://iptv.4666888.xyz/iptv.php?id=20103
TVB武侠(国),http://iptv.4666888.xyz/iptv.php?id=20104
TVB千禧经典,http://iptv.4666888.xyz/iptv.php?id=20105
MYTV_SUPER黄金翡翠,http://iptv.4666888.xyz/iptv.php?id=20106
MYTV_SUPER经典,http://iptv.4666888.xyz/iptv.php?id=20107
MYTV_SUPER黄金华剧,http://iptv.4666888.xyz/iptv.php?id=20108
MYTV_SUPER亚洲剧,http://iptv.4666888.xyz/iptv.php?id=20109
MYTV_SUPER少儿,http://iptv.4666888.xyz/iptv.php?id=20110
MYTV_SUPER_FREE,http://iptv.4666888.xyz/iptv.php?id=20111
MYTV_SUPER粤语片,http://iptv.4666888.xyz/iptv.php?id=20112
MYTV_SUPER戏曲,http://iptv.4666888.xyz/iptv.php?id=20113

创世电视,http://iptv.4666888.xyz/iptv.php?id=20119
星光视界,http://iptv.4666888.xyz/iptv.php?id=20121
重温经典,http://iptv.4666888.xyz/iptv.php?id=20122
88赛马,http://iptv.4666888.xyz/iptv.php?id=20123
有线18赛马,http://iptv.4666888.xyz/iptv.php?id=20124
无线18赛马,http://iptv.4666888.xyz/iptv.php?id=20125
28AI赛马,http://iptv.4666888.xyz/iptv.php?id=20126
澳视澳门,http://iptv.4666888.xyz/iptv.php?id=20127
澳门Macau,http://iptv.4666888.xyz/iptv.php?id=20128
澳门资讯,http://iptv.4666888.xyz/iptv.php?id=20129
澳门莲花,http://iptv.4666888.xyz/iptv.php?id=20130
澳门体育,http://iptv.4666888.xyz/iptv.php?id=20131
天映CM+,http://iptv.4666888.xyz/iptv.php?id=20132
TVB-EYT,http://iptv.4666888.xyz/iptv.php?id=20133
TVB-Music,http://iptv.4666888.xyz/iptv.php?id=20134
TVB-Sports,http://iptv.4666888.xyz/iptv.php?id=20135
TVB-劇場,http://iptv.4666888.xyz/iptv.php?id=20136
TVB-煲劇,http://iptv.4666888.xyz/iptv.php?id=20137
TVB-獎門人,http://iptv.4666888.xyz/iptv.php?id=20138
TVB-話當年,http://iptv.4666888.xyz/iptv.php?id=20139
TVB-識嘆,http://iptv.4666888.xyz/iptv.php?id=20140
TVB-識食,http://iptv.4666888.xyz/iptv.php?id=20141
TVB-金曲,http://iptv.4666888.xyz/iptv.php?id=20142
新加坡MU,http://iptv.4666888.xyz/iptv.php?id=20284
新加坡M5,http://iptv.4666888.xyz/iptv.php?id=20285
新加坡M8,http://iptv.4666888.xyz/iptv.php?id=20286
Hub娱家,http://iptv.4666888.xyz/iptv.php?id=20287
Hub都会,http://iptv.4666888.xyz/iptv.php?id=20288

台湾测试,#genre#
TVBS新闻,http://iptv.4666888.xyz/iptv.php?id=20168
三立新闻,http://iptv.4666888.xyz/iptv.php?id=20169
三立iNEWS,http://iptv.4666888.xyz/iptv.php?id=20170
中视新闻,http://iptv.4666888.xyz/iptv.php?id=20171
台视新闻,http://iptv.4666888.xyz/iptv.php?id=20172
中天新闻,http://iptv.4666888.xyz/iptv.php?id=20173
东森新闻,http://iptv.4666888.xyz/iptv.php?id=20174
东森新闻(美),http://iptv.4666888.xyz/iptv.php?id=20175
寰宇新闻,http://iptv.4666888.xyz/iptv.php?id=20176
寰宇新闻台湾,http://iptv.4666888.xyz/iptv.php?id=20293
民视新闻,http://iptv.4666888.xyz/iptv.php?id=20177
年代新闻,http://iptv.4666888.xyz/iptv.php?id=20178
非凡新闻,http://iptv.4666888.xyz/iptv.php?id=20179
摬新闻,http://iptv.4666888.xyz/iptv.php?id=20180
中天CTI+,http://iptv.4666888.xyz/iptv.php?id=20181
民视,http://iptv.4666888.xyz/iptv.php?id=20182
中视,http://iptv.4666888.xyz/iptv.php?id=20183
华视,http://iptv.4666888.xyz/iptv.php?id=20184
公视,http://iptv.4666888.xyz/iptv.php?id=20185
台视,http://iptv.4666888.xyz/iptv.php?id=20186
中旺电视,http://iptv.4666888.xyz/iptv.php?id=20187
TVBS HD,http://iptv.4666888.xyz/iptv.php?id=20188
TVBS欢乐,http://iptv.4666888.xyz/iptv.php?id=20189
TVBS亚洲,http://iptv.4666888.xyz/iptv.php?id=20190
TVBS精采,http://iptv.4666888.xyz/iptv.php?id=20191
TVBS综艺,http://iptv.4666888.xyz/iptv.php?id=20192
TVBS台剧,http://iptv.4666888.xyz/iptv.php?id=20193
中天娱乐,http://iptv.4666888.xyz/iptv.php?id=20194
中天综合,http://iptv.4666888.xyz/iptv.php?id=20195
中天亚洲,http://iptv.4666888.xyz/iptv.php?id=20196
八大第一,http://iptv.4666888.xyz/iptv.php?id=20197
八大综合,http://iptv.4666888.xyz/iptv.php?id=20198
八大戏剧,http://iptv.4666888.xyz/iptv.php?id=20199
八大娱乐,http://iptv.4666888.xyz/iptv.php?id=20200
八大精采,http://iptv.4666888.xyz/iptv.php?id=20201
三立台湾,http://iptv.4666888.xyz/iptv.php?id=20202
三立戏剧,http://iptv.4666888.xyz/iptv.php?id=20203
三立综合,http://iptv.4666888.xyz/iptv.php?id=20204
三立都会,http://iptv.4666888.xyz/iptv.php?id=20205
东森综合,http://iptv.4666888.xyz/iptv.php?id=20206
东森戏剧,http://iptv.4666888.xyz/iptv.php?id=20207
东森超视34.5,http://iptv.4666888.xyz/iptv.php?id=20208
华视新闻,http://iptv.4666888.xyz/iptv.php?id=20209
东森美洲,http://iptv.4666888.xyz/iptv.php?id=20210
东森电影,http://iptv.4666888.xyz/iptv.php?id=20211
东森洋片,http://iptv.4666888.xyz/iptv.php?id=20212
东森Yoyo,http://iptv.4666888.xyz/iptv.php?id=20213
民事第一,http://iptv.4666888.xyz/iptv.php?id=20214
民事第一,http://iptv.4666888.xyz/iptv.php?id=20215
民视台湾,http://iptv.4666888.xyz/iptv.php?id=20216
民事综艺,http://iptv.4666888.xyz/iptv.php?id=20217
民视旅遊,http://iptv.4666888.xyz/iptv.php?id=20218
民视戏剧,http://iptv.4666888.xyz/iptv.php?id=20219
台视综合,http://iptv.4666888.xyz/iptv.php?id=20220
中视经典,http://iptv.4666888.xyz/iptv.php?id=20221
中视菁采,http://iptv.4666888.xyz/iptv.php?id=20222
华艺中文,http://iptv.4666888.xyz/iptv.php?id=20223
智林体育,http://iptv.4666888.xyz/iptv.php?id=20224
纬来体育,http://iptv.4666888.xyz/iptv.php?id=20225
纬来日本,http://iptv.4666888.xyz/iptv.php?id=20226
纬来电影,http://iptv.4666888.xyz/iptv.php?id=20227
纬来综合,http://iptv.4666888.xyz/iptv.php?id=20228
纬来精采,http://iptv.4666888.xyz/iptv.php?id=20229
爱尔达影剧,http://iptv.4666888.xyz/iptv.php?id=20230
爱尔达综合,http://iptv.4666888.xyz/iptv.php?id=20231
爱尔达体育1,http://iptv.4666888.xyz/iptv.php?id=20232
爱尔达体育2,http://iptv.4666888.xyz/iptv.php?id=20233
爱尔达体育3,http://iptv.4666888.xyz/iptv.php?id=20234
爱尔达体育4,http://iptv.4666888.xyz/iptv.php?id=20235
靖天国际台,http://iptv.4666888.xyz/iptv.php?id=20236
靖天卡通,http://iptv.4666888.xyz/iptv.php?id=20237
爱奇艺,http://iptv.4666888.xyz/iptv.php?id=20238
美亚电影,http://iptv.4666888.xyz/iptv.php?id=20239
龙华电影,http://iptv.4666888.xyz/iptv.php?id=20240
龙华戏剧,http://iptv.4666888.xyz/iptv.php?id=20241
龙华洋片,http://iptv.4666888.xyz/iptv.php?id=20242
龙华偶像,http://iptv.4666888.xyz/iptv.php?id=20243
龙华日韩,http://iptv.4666888.xyz/iptv.php?id=20244
龙华经典,http://iptv.4666888.xyz/iptv.php?id=20245
龙华卡通,http://iptv.4666888.xyz/iptv.php?id=20246
龙祥时代,http://iptv.4666888.xyz/iptv.php?id=20247
好莱乌电影,http://iptv.4666888.xyz/iptv.php?id=20248
HBO,http://iptv.4666888.xyz/iptv.php?id=20249
HBO_HD,http://iptv.4666888.xyz/iptv.php?id=20250
HBO_Family,http://iptv.4666888.xyz/iptv.php?id=20251
HBO_HITS,http://iptv.4666888.xyz/iptv.php?id=20252
HBO-Ignature,http://iptv.4666888.xyz/iptv.php?id=20253
AXN电影,http://iptv.4666888.xyz/iptv.php?id=20254
ONE电影,http://iptv.4666888.xyz/iptv.php?id=20255
爱尔达娱乐,http://iptv.4666888.xyz/iptv.php?id=20303
CINEMAX,http://iptv.4666888.xyz/iptv.php?id=20256
Star Movies,http://iptv.4666888.xyz/iptv.php?id=20257
Animaxa动漫,http://iptv.4666888.xyz/iptv.php?id=20258
Thrill,http://iptv.4666888.xyz/iptv.php?id=20259
欢喜台,http://iptv.4666888.xyz/iptv.php?id=20260
MDAX,http://iptv.4666888.xyz/iptv.php?id=20261
CN卡通,http://iptv.4666888.xyz/iptv.php?id=20262
博斯运动1,http://iptv.4666888.xyz/iptv.php?id=20263
博斯运动2,http://iptv.4666888.xyz/iptv.php?id=20264
博斯高球2,http://iptv.4666888.xyz/iptv.php?id=20265
博斯高球1,http://iptv.4666888.xyz/iptv.php?id=20266
博斯网球,http://iptv.4666888.xyz/iptv.php?id=20267
博斯无限,http://iptv.4666888.xyz/iptv.php?id=20268
WWE摔胶,http://iptv.4666888.xyz/iptv.php?id=20269
亚洲美食,http://iptv.4666888.xyz/iptv.php?id=20270
美食星球,http://iptv.4666888.xyz/iptv.php?id=20271
TLC亚洲旅游,http://iptv.4666888.xyz/iptv.php?id=20272
ASIA亚洲旅游,http://iptv.4666888.xyz/iptv.php?id=20273
阿里郎Ariranga,http://iptv.4666888.xyz/iptv.php?id=20274
ROCK Entertainment,http://iptv.4666888.xyz/iptv.php?id=20275
MTV_Livea,http://iptv.4666888.xyz/iptv.php?id=20276
动物星球,http://iptv.4666888.xyz/iptv.php?id=20277
新加坡CM+,http://iptv.4666888.xyz/iptv.php?id=20278
BBC_Earth,http://iptv.4666888.xyz/iptv.php?id=20279
BBC_Lifestyle,http://iptv.4666888.xyz/iptv.php?id=20280
新加坡剧乐酷,http://iptv.4666888.xyz/iptv.php?id=20281
新加坡e乐,http://iptv.4666888.xyz/iptv.php?id=20282
History,http://iptv.4666888.xyz/iptv.php?id=20283
新加坡佳乐,http://iptv.4666888.xyz/iptv.php?id=20289
KTSF26(美),http://iptv.4666888.xyz/iptv.php?id=20290
公视戏剧,http://iptv.4666888.xyz/iptv.php?id=20292
靖洋戏剧,http://iptv.4666888.xyz/iptv.php?id=20294
靖洋卡通,http://iptv.4666888.xyz/iptv.php?id=20295
靖天综合,http://iptv.4666888.xyz/iptv.php?id=20296
靖天欢乐,http://iptv.4666888.xyz/iptv.php?id=20297
靖天映画,http://iptv.4666888.xyz/iptv.php?id=20298
靖天戏剧,http://iptv.4666888.xyz/iptv.php?id=20299
靖天电影,http://iptv.4666888.xyz/iptv.php?id=20300
靖天育乐,http://iptv.4666888.xyz/iptv.php?id=20301
靖天资讯,http://iptv.4666888.xyz/iptv.php?id=20302

beesport,#genre#
TNT SPORTS 1,https://smart.pendy.dpdns.org/bee.php?id=TNT_Sports_1
TNT SPORTS 1,https://smart.pendy.dpdns.org/bee.php?id=TNT_Sports_1_BU
TNT SPORTS 2,https://smart.pendy.dpdns.org/bee.php?id=TNT_Sports_2
TNT SPORTS 2,https://smart.pendy.dpdns.org/bee.php?id=TNT_Sports_2_BU
TNT SPORTS 3,https://smart.pendy.dpdns.org/bee.php?id=TNT_Sports_3
TNT SPORTS 3,https://smart.pendy.dpdns.org/bee.php?id=TNT_Sports_3_BU
TNT SPORTS 4,https://smart.pendy.dpdns.org/bee.php?id=TNT_Sports_4
TNT SPORTS 4,https://smart.pendy.dpdns.org/bee.php?id=TNT_Sports_4_BU
SKY SPORTS FOOTBALL,https://smart.pendy.dpdns.org/bee.php?id=Sky_Sports_Football_BU
SKY SPORTS FOOTBALL,https://smart.pendy.dpdns.org/bee.php?id=Sky_Sports_Football_Live_TV
SKY SPORTS MAIN EVENT,https://smart.pendy.dpdns.org/bee.php?id=Sky_Sports_Main_Event
SKY SPORTS MAIN EVENT,https://smart.pendy.dpdns.org/bee.php?id=Sky_Sports_Main_Event_BU
SKY SPORTS PREMIER LEAGUE,https://smart.pendy.dpdns.org/bee.php?id=Sky_Sports_Premier_League
SKY SPORTS PREMIER LEAGUE,https://smart.pendy.dpdns.org/bee.php?id=Sky_Sports_Premier_League_BU
SKY SPORTS ACTION,https://smart.pendy.dpdns.org/bee.php?id=Sky_Sports_Action_Live_TV
SKY SPORTS MIX,https://smart.pendy.dpdns.org/bee.php?id=Sky_Sports_Mix_Live_TV
SKY SPORTS ARENA,https://smart.pendy.dpdns.org/bee.php?id=Sky_Sports_Arena_Live_TV
SKY SPORTS NEWS,https://smart.pendy.dpdns.org/bee.php?id=Sky_Sports_News_Live_TV
SKY SPORTS CRICKET,https://smart.pendy.dpdns.org/bee.php?id=Sky_Sports_Cricket_Live_TV
Sky Sports Tennis,https://smart.pendy.dpdns.org/bee.php?id=Sky_Sports_Tennis
SKY SPORTS F1,https://smart.pendy.dpdns.org/bee.php?id=Sky_Sports_F1_Live_TV
SKY SPORTS GOLF,https://smart.pendy.dpdns.org/bee.php?id=Sky_Sports_Golf_Live_TV
SKY SPORTS RACING,https://smart.pendy.dpdns.org/bee.php?id=Sky_Sports_Racing_Live_TV
BEIN SPORTS USA,https://smart.pendy.dpdns.org/bee.php?id=Bein_Sports_USA_Live_TV
TENNIS CHANNEL,https://smart.pendy.dpdns.org/bee.php?id=Tennis_Channel_Live_TV
LALIGA TV HD,https://smart.pendy.dpdns.org/bee.php?id=La_Liga_TV_Live_TV
HBO 1,https://smart.pendy.dpdns.org/bee.php?id=HBO_Live_TV
HBO 2,https://smart.pendy.dpdns.org/bee.php?id=HBO_2_Live_TV
Discovery Channel,https://smart.pendy.dpdns.org/bee.php?id=Discovery_Channel_Live_TV
Discovery Life,https://smart.pendy.dpdns.org/bee.php?id=Discovery_Life_Live_TV
Cinemax West,https://smart.pendy.dpdns.org/bee.php?id=Cinemax_West_Live_TV
Great Movies,https://smart.pendy.dpdns.org/bee.php?id=UK_Great_Movies_Live_TV
Sky Cinema Comedy,https://smart.pendy.dpdns.org/bee.php?id=UK_Sky_Cinema_Comedy_Live_TV
Sky Cinema Family,https://smart.pendy.dpdns.org/bee.php?id=UK_Sky_Cinema_Family_Live_TV
Cartoon Network,https://smart.pendy.dpdns.org/bee.php?id=UK_Cartoon_Network_Live_TV
Virgin 2,https://smart.pendy.dpdns.org/bee.php?id=UK_Virgin_2
Virgin 3,https://smart.pendy.dpdns.org/bee.php?id=UK_Virgin_3
Virgin 1,https://smart.pendy.dpdns.org/bee.php?id=UK_Virgin_1
DAZN,https://smart.pendy.dpdns.org/bee.php?id=DAZN_Live_TV
Bein Sports English 2,https://smart.pendy.dpdns.org/bee.php?id=Bein_Sports_English_2_Live_TV
SuperSport Premier League,https://smart.pendy.dpdns.org/bee.php?id=SuperSport_Premier_League_Live_TV
SuperSport LaLiga,https://smart.pendy.dpdns.org/bee.php?id=SuperSport_LaLiga_Live_TV
SuperSport Action,https://smart.pendy.dpdns.org/bee.php?id=SuperSport_Action_Live_TV
SuperSport Blitz,https://smart.pendy.dpdns.org/bee.php?id=SuperSport_Blitz_Live_TV
SuperSport Cricket,https://smart.pendy.dpdns.org/bee.php?id=SuperSport_Cricket_Live_TV
SuperSport Football,https://smart.pendy.dpdns.org/bee.php?id=SuperSport_Football_Live_TV
SuperSport Golf,https://smart.pendy.dpdns.org/bee.php?id=SuperSport_Golf_Live_TV
SuperSport Rugby,https://smart.pendy.dpdns.org/bee.php?id=SuperSport_Rugby_Live_TV
SuperSport Tennis,https://smart.pendy.dpdns.org/bee.php?id=SuperSport_Tennis_Live_TV
Variety 1,https://smart.pendy.dpdns.org/bee.php?id=Variety_1_Live_TV
Variety 2,https://smart.pendy.dpdns.org/bee.php?id=Variety_2_Live_TV
Variety 3,https://smart.pendy.dpdns.org/bee.php?id=Variety_3_Live_TV
Variety 4,https://smart.pendy.dpdns.org/bee.php?id=Variety_4_Live_TV
Eurosport 1,https://smart.pendy.dpdns.org/bee.php?id=Eurosport_1_Live_TV
Eurosport 2,https://smart.pendy.dpdns.org/bee.php?id=Eurosport_2_Live_TV
Premier Sports 1,https://smart.pendy.dpdns.org/bee.php?id=Premier_Sports_1
Premier Sports 2,https://smart.pendy.dpdns.org/bee.php?id=Premier_Sports_2
Golf Channel,https://smart.pendy.dpdns.org/bee.php?id=Golf_Channel_Live_TV
MLB Network,https://smart.pendy.dpdns.org/bee.php?id=MLB_Network_Live_TV
NBA TV,https://smart.pendy.dpdns.org/bee.php?id=NBA_TV_Live_TV
NFL Network,https://smart.pendy.dpdns.org/bee.php?id=NFL_Network_Live_TV
NFL REDZONE,https://smart.pendy.dpdns.org/bee.php?id=NFL_REDZONE_Live_TV
NHL Network,https://smart.pendy.dpdns.org/bee.php?id=NHL_Network_Live_TV
WWE,https://smart.pendy.dpdns.org/bee.php?id=WWE_Live_TV
Willow Cricket,https://smart.pendy.dpdns.org/bee.php?id=Willow_Cricket_Live_TV
Willow Extra,https://smart.pendy.dpdns.org/bee.php?id=Willow_Extra_Live_TV
World Fishing Network,https://smart.pendy.dpdns.org/bee.php?id=World_Fishing_Network_Live_TV
ESPN,https://smart.pendy.dpdns.org/bee.php?id=ESPN_Live_TV
ESPN 2,https://smart.pendy.dpdns.org/bee.php?id=ESPN_2_Live_TV
ESPN News,https://smart.pendy.dpdns.org/bee.php?id=ESPN_News_Live_TV
ESPN U,https://smart.pendy.dpdns.org/bee.php?id=ESPN_U_Live_TV
ITV 1,https://smart.pendy.dpdns.org/bee.php?id=ITV_1
ITV 2,https://smart.pendy.dpdns.org/bee.php?id=ITV_2
ITV 3,https://smart.pendy.dpdns.org/bee.php?id=ITV_3
ITV 4,https://smart.pendy.dpdns.org/bee.php?id=ITV_4
MUTV,https://smart.pendy.dpdns.org/bee.php?id=MUTV_Live_TV
LFC TV,https://smart.pendy.dpdns.org/bee.php?id=LFC_TV_Live_TV
FOX NEWS,https://smart.pendy.dpdns.org/bee.php?id=FOX_NEWS_Live_TV
ACC Network,https://smart.pendy.dpdns.org/bee.php?id=ACC_Network_Live_TV
Fight Network,https://smart.pendy.dpdns.org/bee.php?id=Fight_Network_Live_TV
CBS Sports Network,https://smart.pendy.dpdns.org/bee.php?id=CBS_Sports_Network_Live_TV
CNBC,https://smart.pendy.dpdns.org/bee.php?id=CNBC_Live_TV
Fox Sports 1,https://smart.pendy.dpdns.org/bee.php?id=Fox_Sports_1_Live_TV
Fox Sports 2,https://smart.pendy.dpdns.org/bee.php?id=Fox_Sports_2_Live_TV
香港频道,#genre#
翡翠台,https://smart.pendy.dpdns.org/Smart.php?id=jade_twn
翡翠台 backup,https://smart.pendy.dpdns.org/Smart.php?id=Jade_xue
iNews 新闻台,https://smart.pendy.dpdns.org/Smart.php?id=inews_twn
J 2,https://smart.pendy.dpdns.org/Smart.php?id=j2_twn
珍珠台,https://smart.pendy.dpdns.org/Smart.php?id=pearl_twn
凤凰香港,https://smart.pendy.dpdns.org/Smart.php?id=hkphoenix_twn
HOY资讯台,https://smart.pendy.dpdns.org/Smart.php?id=hoycaijing_twn
RHK 31,https://smart.pendy.dpdns.org/Smart.php?id=rhk31_twn
VIUTV1,https://smart.pendy.dpdns.org/Smart.php?id=viu1_twn
RHK 32,https://smart.pendy.dpdns.org/Smart.php?id=rhk32_twn
