#genre#,http://cdn.1678520.xyz/epg/

央视频道,#genre#
CCTV1,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226635/1.m3u8
CCTV1,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226638/1.m3u8
CCTV1,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226667/1.m3u8
CCTV1,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226736/1.m3u8
CCTV1,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226737/1.m3u8
CCTV2,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226739/1.m3u8
CCTV3,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226720/1.m3u8
CCTV4,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226725/1.m3u8
CCTV5,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226731/1.m3u8
CCTV5+,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226711/1.m3u8
CCTV6,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226699/1.m3u8
CCTV7,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226721/1.m3u8
CCTV8,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226715/1.m3u8
CCTV9,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226657/1.m3u8
CCTV9,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226651/1.m3u8
CCTV10,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226708/1.m3u8
CCTV11,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226714/1.m3u8
CCTV12,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226748/1.m3u8
CCTV12,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226723/1.m3u8
CCTV13,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226717/1.m3u8
CCTV14,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226663/1.m3u8
CCTV14,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226645/1.m3u8
CCTV16,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226825/1.m3u8
CCTV17,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226660/1.m3u8
CCTV17,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226727/1.m3u8

CCTV1,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV1
CCTV2,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV2
CCTV3,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV3
CCTV4,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV4
CCTV5,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV5
CCTV5+,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV5+
CCTV6,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV6
CCTV7,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV7
CCTV8,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV8
CCTV9,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV9
CCTV10,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV10
CCTV11,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV11
CCTV12,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV12
CCTV13,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV13
CCTV14,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV14
CCTV15,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV15
CCTV16,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV16
CCTV17,https://公众号-潇雨萌萌migu.tv12.xyz/CCTV17

CCTV1,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8
CCTV1,http://202.168.187.208:9089/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,https://cdn5.163189.xyz/live/cctv1/stream.m3u8
CCTV1,http://cdn5.163189.xyz/live/cctv1/stream.m3u8
CCTV1,https://cdn5.132.us.kg/live/cctv1/stream.m3u8
CCTV1,http://8.138.7.223/tv/ptbtv.php?id=27
CCTV1,http://zqh2333.top:2222/rtp/239.93.24.184:5140
CCTV1,http://36.46.99.200:8010/rtp/239.112.205.231:5140
CCTV1,http://1.199.167.129:8822/rtp/239.16.20.1:10010
CCTV1,http://www.lizhinas.top:1009/udp/239.252.219.200:5140
CCTV1,http://qgtf.jydjd.top:2903/udp/224.1.100.89:11111
CCTV1,http://50.7.234.10:8278/cctv1/playlist.m3u8?tid=MB2B9826281798262817&ct=19225&tsum=c3e8198631cfa41940fb6aba4b1ae841
CCTV1,http://36.34.58.247:85/tsfile/live/0001_1.m3u8?key=txiptvvip
CCTV2,http://zqh2333.top:2222/rtp/239.93.24.59:5140
CCTV2,http://36.34.58.247:85/tsfile/live/0002_1.m3u8?key=txiptvvip
CCTV3,http://www.lizhinas.top:1009/udp/239.252.219.252:5140
CCTV3,http://112.46.105.20:8009/hls/3/index.m3u8
CCTV3,http://36.46.99.200:8010/rtp/239.112.205.116:5140
CCTV3,http://36.46.99.200:8010/rtp/239.112.205.221:5140
CCTV4,http://183.186.89.226:8899/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://zqh2333.top:2222/rtp/239.93.25.105:5140
CCTV4,http://112.46.105.20:8009/hls/4/index.m3u8
CCTV5,http://www.lizhinas.top:1009/udp/239.252.219.236:5140
CCTV5,http://183.186.89.226:8899/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://36.46.99.200:8010/rtp/239.111.205.10:5140
CCTV5,http://219.159.91.10:9901/tsfile/live/0005_1.m3u8
CCTV5+,http://zqh2333.top:2222/rtp/239.93.24.36:8004
CCTV5+,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8
CCTV5+,http://36.46.99.200:8010/rtp/239.111.205.13:5140
CCTV6,http://183.186.89.226:8899/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://www.lizhinas.top:1009/udp/239.252.219.237:5140
CCTV6,http://112.46.105.20:8009/hls/6/index.m3u8
CCTV7,http://36.46.99.200:8010/rtp/239.112.205.83:5140
CCTV7,http://zqh2333.top:2222/rtp/239.93.24.61:5140
CCTV7,http://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV7,https://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV7,http://183.186.89.226:8899/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://36.34.58.247:85/tsfile/live/0007_1.m3u8?key=txiptvvip
CCTV7,http://8.138.7.223/tv/cctv7.m3u8
CCTV8,http://zqh2333.top:2222/rtp/239.93.55.39:5140
CCTV8,http://183.186.89.226:8899/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://www.lizhinas.top:1009/udp/239.252.219.253:5140
CCTV8,http://112.46.105.20:8009/hls/8/index.m3u8
CCTV9,http://183.186.89.226:8899/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://219.145.59.166:8888/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://36.46.99.200:8010/rtp/239.112.205.85:5140
CCTV9,http://zqh2333.top:2222/rtp/239.93.25.24:5140
CCTV10,http://183.186.89.226:8899/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://zqh2333.top:2222/rtp/239.93.25.28:5140
CCTV10,http://36.34.58.247:85/tsfile/live/0010_1.m3u8?key=txiptvvip
CCTV10,http://36.46.99.200:8010/rtp/239.112.205.234:5140
CCTV11,http://36.46.99.200:8010/rtp/239.111.205.11:5140
CCTV11,http://36.46.99.200:8010/rtp/239.112.205.213:5140
CCTV12,http://183.186.89.226:8899/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://36.34.58.247:85/tsfile/live/0012_1.m3u8?key=txiptvvip
CCTV12,http://zqh2333.top:2222/rtp/239.93.25.30:8124
CCTV12,http://36.46.99.200:8010/rtp/239.112.205.88:5140
CCTV13,http://8.138.7.223/tv/ptbtv.php?id=28
CCTV13,http://8.138.7.223/tv/gzjs.m3u8
CCTV13,http://117.114.153.18:8182/hls/TV00000000000000000003@HHZT.m3u8
CCTV13,http://111.43.126.240:9003/hls/26/index.m3u8
CCTV13,http://zqh2333.top:2222/rtp/239.93.24.66:5140
CCTV13,http://1.199.167.129:8822/rtp/239.16.20.13:10130
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV14,http://36.46.99.200:8010/rtp/239.112.205.91:5140
CCTV14,http://183.186.89.226:8899/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://1.199.167.129:8822/rtp/239.16.20.15:10150
CCTV15,http://36.46.99.200:8010/rtp/239.112.205.214:5140
CCTV16,http://zqh2333.top:2222/rtp/239.93.55.54:5140
CCTV16,http://36.46.99.200:8010/udp/239.111.205.134:5140
CCTV17,http://36.46.99.200:8010/rtp/239.112.205.211:5140
CCTV17,http://zqh2333.top:2222/rtp/239.93.24.92:5140
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream04/streamPlaylist.m3u8
CGTN纪录,https://0472.org/hls/cgtnd.m3u8
CGTN纪录,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN阿语,https://0472.org/hls/cgtna.m3u8

CCTV1,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv1/
CCTV2,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv2/
CCTV3,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv3/
CCTV4,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv4/
CCTV5,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv5/
CCTV5+,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv5plus/
CCTV6,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv6/
CCTV7,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv7/
CCTV8,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv8/
CCTV9,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctvjilu/
CCTV10,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv10/
CCTV11,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv11/
CCTV12,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv12/
CCTV13,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv13/
CCTV14,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctvchild/
CCTV15,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv15/
CCTV16,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv16/
CCTV17,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv17/
CCTV4欧洲,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctveurope/
CCTV4美洲,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctvamerica/

CCTV1,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001859
CCTV2,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001800
CCTV3,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv3/
CCTV4,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001814
CCTV5,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001818
CCTV5+,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001817
CCTV6,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600108442
CCTV7,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600004092
CCTV8,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001803
CCTV9,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600004078
CCTV10,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001805
CCTV11,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001806
CCTV12,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001807
CCTV13,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001811
CCTV14,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001809
CCTV15,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001815
CCTV16,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600098637
CCTV17,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001810
CGTN,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600014550
CGTN纪录,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600084781
CGTN俄语,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600084758
CGTN法语,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600084704
CGTN西语,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600084744
CGTN阿语,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600084782
CCTV4K,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002264
CCTV8K,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600156816
CETV1,http://A/ku9/js/web.js?id=https://tv.gxtv.cn/channel/channelivePlay_ffa6b6e1b32b4a16a73eb3ef66f8bfc7.html
CETV2,http://A/ku9/js/web.js?id=https://tv.gxtv.cn/channel/channelivePlay_80d0ffb42c114eaf9663708629ff0a3e.html
CETV4,http://A/ku9/js/web.js?id=https://tv.gxtv.cn/channel/channelivePlay_67eace939278435bb4bca90800fb4225.html

少儿教育,#genre#
山东教育,https://live.sxrtv.com/iptv/sdce.flv
哈哈炫动,https://live.sxrtv.com/iptv/hhxd.flv
卡酷少儿,https://live.sxrtv.com/iptv/kkse.flv
优漫卡通,https://live.sxrtv.com/iptv/ymkt.flv
金鹰卡通,https://live.sxrtv.com/iptv/jykt.flv

山东教育,http://tool.wifi942.com:5555/酒店代理/玉林酒店.php?id=185
卡酷少儿,http://tool.wifi942.com:5555/酒店代理/玉林酒店.php?id=186
嘉佳卡通,http://tool.wifi942.com:5555/酒店代理/玉林酒店.php?id=178
哈哈炫动,http://tool.wifi942.com:5555/酒店代理/玉林酒店.php?id=180
金鹰卡通,http://tool.wifi942.com:5555/酒店代理/玉林酒店.php?id=181


卫视频道,#genre#
湖北卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMjcvbGl2ZS5tM3U4
东南卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMTkvbGl2ZS5tM3U4
浙江卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMjMvbGl2ZS5tM3U4
东方卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMjAvbGl2ZS5tM3U4
湖南卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMjEvbGl2ZS5tM3U4
安徽卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMzEvbGl2ZS5tM3U4
江苏卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMjIvbGl2ZS5tM3U4
北京卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMzcvbGl2ZS5tM3U4
重庆卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMzYvbGl2ZS5tM3U4
贵州卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMzAvbGl2ZS5tM3U4
四川卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMzMvbGl2ZS5tM3U4
广东卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMjUvbGl2ZS5tM3U4
天津卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMzIvbGl2ZS5tM3U4
河北卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMjQvbGl2ZS5tM3U4
黑龙江卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMjkvbGl2ZS5tM3U4
山东卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMjYvbGl2ZS5tM3U4
辽宁卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMzUvbGl2ZS5tM3U4
江西卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMzQvbGl2ZS5tM3U4
河南卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMzgvbGl2ZS5tM3U4
深圳卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzEyMC40MC4zOS4yNDY6MzUyL25ld2xpdmUvbGl2ZS9obHMvMjgvbGl2ZS5tM3U4

湖北卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOS4xNDcuMy4xMDY6NDQ2Ni9uZXdsaXZlL2xpdmUvaGxzLzMxL2xpdmUubTN1OA==
江苏卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOS4xNDcuMy4xMDY6NDQ2Ni9uZXdsaXZlL2xpdmUvaGxzLzE5L2xpdmUubTN1OA==
广西卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOS4xNDcuMy4xMDY6NDQ2Ni9uZXdsaXZlL2xpdmUvaGxzLzM4L2xpdmUubTN1OA==
四川卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOS4xNDcuMy4xMDY6NDQ2Ni9uZXdsaXZlL2xpdmUvaGxzLzMzL2xpdmUubTN1OA==
