极速港台2,#genre#
三立戏剧,http://50.7.238.10:8278/sanlixiju_twn/playlist.m3u8?tid=MC3C7351075373510753&ct=19249&tsum=f70fc544635e38b2fd7b4bb39899df0e
东森综合,http://50.7.238.10:8278/ettvzhonghe/playlist.m3u8?tid=MC4C1214674912146749&ct=19254&tsum=9b96a50ba99dca1a02a27b05a6fb4b0d
八大戏剧,http://50.7.238.10:8278/badadrama/playlist.m3u8?tid=MBCB2433143824331438&ct=19254&tsum=51660c351b3991d81434e43bd1ab720e
八大第一,http://50.7.238.10:8278/badafirst/playlist.m3u8?tid=MD2D8073200480732004&ct=19254&tsum=5cb051b366ad3740cebcc06a987d749e
靖天国际,http://50.7.238.10:8278/jingtianintl_twn/playlist.m3u8?tid=MC7C4153806141538061&ct=19254&tsum=79854f3ccdc23693ea39da52af54d35b
TVBS News,http://198.16.100.186:8278/tvbs_n/playlist.m3u8?tid=MA4A2233260122332601&ct=19249&tsum=513a9dcb42fa8b98e1792d513dd3e2ee
TVBS HD,http://50.7.238.10:8278/tvbs/playlist.m3u8?tid=MEFE3093330530933305&ct=19249&tsum=ce6b5e9293b3618104ad53084745a223
EYETV戏剧,http://50.7.238.10:8278/eyetvxiju_twn/playlist.m3u8?tid=ME3E6686724066867240&ct=19254&tsum=728fc49fcd53cd770381ffd87883b1d1
EYETV旅游,http://50.7.238.10:8278/eyetvtravel_twn/playlist.m3u8?tid=MFDF5066608450666084&ct=19254&tsum=0bb4cbfc0d32bff89ab5b3a5352fcf94
TVBS欢乐,http://50.7.238.10:8278/tvbshuanle_twn/playlist.m3u8?tid=MA5A9262292692622926&ct=19254&tsum=cd369d68a5d2c1a2fa04df748cda142c
Viu6,http://50.7.238.10:8278/viusix_twn/playlist.m3u8?tid=MF0F4217630642176306&ct=19249&tsum=33becc0fe8466036420dbbb4727dc49e
国家地理,http://50.7.238.10:8278/natgeohd_twn/playlist.m3u8?tid=MD3D4446495344464953&ct=19249&tsum=f8c0bfc8c564a4a28247dad400acddba
野生动物,http://50.7.238.10:8278/natgeowild_twn/playlist.m3u8?tid=MF6F5354447153544471&ct=19249&tsum=fcc679b64dded7ec1ff6a0f09e335f38
Momo TV,http://50.7.238.10:8278/momo1_twn/playlist.m3u8?tid=MFFF9797479997974799&ct=19249&tsum=0bd9dac79cd373cc918357d3199c8b22
亚洲旅游,http://50.7.238.10:8278/asiatravel_twn/playlist.m3u8?tid=MA8A2387916023879160&ct=19254&tsum=bd472a07b6e15f36c0540fb3becc3d6c
AXNTaiwan,http://50.7.238.10:8278/axn_twn/playlist.m3u8?tid=MC6C9875939098759390&ct=19254&tsum=5a6772e6e852b06c1b5741eeb4002a1a
动物星球1,http://50.7.238.10:8278/animalplanet_twn/playlist.m3u8?tid=MF4F9191603991916039&ct=19254&tsum=8eeac3e9b8c5f58ad74a17b9b4813ed1
CINEMAX,http://50.7.238.10:8278/cinemax_twn/playlist.m3u8?tid=MF6F1142326311423263&ct=19254&tsum=716939f2b6d75d0bb83a4c780e00dbd3
CNBC,http://50.7.238.10:8278/cnbc_twn/playlist.m3u8?tid=MCBC5251518852515188&ct=19254&tsum=37bd48b924a593e126344eae8baec162
DiscoveryAsia,http://50.7.238.10:8278/discoverytwn_twn/playlist.m3u8?tid=MB1B4014431840144318&ct=19254&tsum=a72e8caa6986ef92c4d6cb743e22a78f
DiscoveryHD,http://50.7.238.10:8278/discoveryhd_twn/playlist.m3u8?tid=MF6F9560989795609897&ct=19254&tsum=5c76a2419ab5b56e7202248db95be60e
DiscoveryTurbo,http://50.7.238.10:8278/discoveryturbo_twn/playlist.m3u8?tid=MA4A9062409890624098&ct=19254&tsum=a08aaae68298f6df5540cb41f9d7fdd5
FoxNews,http://198.16.100.186:8278/foxnews_twn/playlist.m3u8?tid=MC6C3693629036936290&ct=19225&tsum=f5a714cff126a87d446c0613d9e80e14
GOODTV真理,http://50.7.238.10:8278/good2_twn/playlist.m3u8?tid=ME9E3966510439665104&ct=19225&tsum=a2788b2ccea04a8a8082d663fb7838e5
HBO家庭,http://50.7.238.10:8278/fyi_twn/playlist.m3u8?tid=m99b80124e3b4&ct=18337&tsum=73f6f540497de9a5615b9bd55bec8853
HBO家庭,http://50.7.238.10:8278/fyi_twn/playlist.m3u8?tid=MFCF7312728573127285&ct=18393&tsum=bc4d3db9ca83c3765cc75512a1bbbbe3
RTHK32,http://50.7.238.10:8278/rhk32_twn/playlist.m3u8?tid=MBCB4455322944553229&ct=19226&tsum=60bac13753ada5abc8873783d6611ebd
TVBS新闻,http://50.7.238.10:8278/tvbs_n/playlist.m3u8?tid=MC3C9358473393584733&ct=19193&tsum=38970ab977b9e318cbead37db4134eb8
TVBS欢乐,http://50.7.238.10:8278/tvbshuanle_twn/playlist.m3u8?ct=19193&tid=MC8C2318787923187879&tsum=394d2b9af3df7846e2cdc60d69dd4219
TVBS欢乐,http://198.16.100.186:8278/tvbshuanle_twn/playlist.m3u8?ct=19193&tid=MC8C2318787923187879&tsum=394d2b9af3df7846e2cdc60d69dd4219
TVBS欢乐,http://198.16.100.186:8278/tvbshuanle_twn/playlist.m3u8?tid=MA9A4111409641114096&ct=19225&tsum=600f3056bba6413dec3155efd19e2d20
WWE,http://50.7.238.10:8278/wwe_twn/playlist.m3u8?tid=MACA9233903292339032&ct=18393&tsum=e4cbbd3b73f34348c4a58d7dc6fbd7dc
WWE,http://198.16.100.186:8278/wwe_twn/playlist.m3u8?tid=MACA9233903292339032&ct=18393&tsum=e4cbbd3b73f34348c4a58d7dc6fbd7dc
三立台湾,http://50.7.238.10:8278/sanlitaiwan/playlist.m3u8?tid=m92ccadc4dc3718157816&ct=17874&tsum=3570a8198ca0fb7ebb803807e38b33fb
三立台湾,http://198.16.100.186:8278/sanlitaiwan/playlist.m3u8?tid=m92ccadc4dc3718157816&ct=17874&tsum=3570a8198ca0fb7ebb803807e38b33fb
三立戏剧,http://50.7.238.10:8278/sanlixiju_twn/playlist.m3u8?ct=19226&tid=MBDB8405357084053570&tsum=78944c0951d21a699e46fff4318a3799
三立戏剧,http://198.16.100.186:8278/sanlixiju_twn/playlist.m3u8?ct=19226&tid=MBDB8405357084053570&tsum=78944c0951d21a699e46fff4318a3799
三立戏剧,http://198.16.100.186:8278/sanlixiju_twn/playlist.m3u8?tid=MA8A4626080046260800&ct=19053&tsum=205a453781925ebfb8996c1db8d4ed59
三立综合,http://50.7.238.10:8278/sanlizhonghe/playlist.m3u8?tid=m3362167a08a014596868&ct=17874&tsum=4472a7c943b67bf52fe5e836ca9f3b6b
中天亚洲,http://50.7.238.10:8278/ctiasia_twn/playlist.m3u8?tid=mfc2c5bc6c101&ct=18335&tsum=d074a602fcd98718afeb8fc9a18fa964
中天娱乐,http://50.7.238.10:8278/ctient/playlist.m3u8?tid=m6780c60bd34a13540795&ct=17874&tsum=06089e289a460b0685447b7656d550e3
中天娱乐,http://50.7.238.10:8278/ctient/playlist.m3u8?tid=MA8A3069789530697895&ct=19193&tsum=20c49fe9e15ad366c6e32b141f03bf8a
中天娱乐,http://50.7.238.10:8278/ctient/playlist.m3u8?tid=MDED1780059017800590&ct=19226&tsum=4d05ea700aa8fd436b51ce703680e674
中视新闻,http://50.7.238.10:8278/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd
中视新闻,http://50.7.238.10:8278/zhongshinews_twn/playlist.m3u8?tid=MAAA4459856044598560&ct=19193&tsum=1b7bdea69c00cd48e31f13442c75c376
中视新闻,http://198.16.100.186:8278/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd
中视新闻,http://198.16.100.186:8278/zhongshinews_twn/playlist.m3u8?tid=MAAA4459856044598560&ct=19193&tsum=1b7bdea69c00cd48e31f13442c75c376
中视经典,http://50.7.238.10:8278/zhongshi_twn/playlist.m3u8?tid=14379667&ct=17988&tsum=de63d02f44741580b5070077d1949841
亚洲旅游,http://50.7.238.10:8278/asiatravel_twn/playlist.m3u8?tid=ma9ec30da9ef3&ct=18335&tsum=ff0bd9207f2c72a8c9bf38464433dc7d
亚洲旅游,http://50.7.238.10:8278/asiatravel_twn/playlist.m3u8?tid=MF2F4967516549675165&ct=19225&tsum=3b56404a8f861c7fef6ac79a798e4a8c
八大戏剧,http://50.7.238.10:8278/badadrama/playlist.m3u8?tid=m4970c4e1b988&ct=18335&tsum=20cb1d15d4e116ab9e44edb542cf51a5
八大戏剧,http://50.7.238.10:8278/badadrama/playlist.m3u8?tid=ME4E4734124647341246&ct=19225&tsum=c4e596572a79ad99675ee2137d1cc43d
八大第一,http://50.7.238.10:8278/badafirst/playlist.m3u8?tid=mb8efded78b4e12042621&ct=17874&tsum=028ad819cd9a0f949a043d652fa3e164
八大第一,http://50.7.238.10:8278/badafirst/playlist.m3u8?tid=MBDB5904995459049954&ct=19193&tsum=ab627e00a84b423b5747a65289eec076
八大第一,http://198.16.100.186:8278/badafirst/playlist.m3u8?tid=mb8efded78b4e12042621&ct=17874&tsum=028ad819cd9a0f949a043d652fa3e164
八大第一,http://198.16.100.186:8278/badafirst/playlist.m3u8?tid=MBDB5904995459049954&ct=19193&tsum=ab627e00a84b423b5747a65289eec076
八大综合,http://50.7.238.10:8278/badazhonghe/playlist.m3u8?tid=MC5C5422299054222990&ct=19193&tsum=8189d5b21bdeabdffa3d2b2cbeaae0ae
八大综合,http://50.7.238.10:8278/badazhonghe/playlist.m3u8?tid=mfb8d64b6276514171054&ct=17874&tsum=a87466c997089ea7dce98cd17301667d
公视,http://50.7.238.10:8278/ctv_taiwan/playlist.m3u8?ct=17990&tid=13765524&tsum=03eb77c1c186944b97737f14e95076c0
公视,http://50.7.238.10:8278/ctv_taiwan/playlist.m3u8?tid=MD4D6839548568395485&ct=19193&tsum=56b3e3b150f4fcbc1877e081b313bcd4
动物星球,http://50.7.238.10:8278/animalplanet_twn/playlist.m3u8?tid=m4da2c053371613331372&ct=17874&tsum=4481f502bb91c2c67964feecfbc4b702
动物星球,http://50.7.238.10:8278/animalplanet_twn/playlist.m3u8?tid=MABA3681856636818566&ct=18393&tsum=2066d4c793195f8449577d35af941288
动物星球,http://50.7.238.10:8278/animalplanet_twn/playlist.m3u8?tid=ME1E7303496773034967&ct=19225&tsum=07b0edc521a4edcb7a00d7e943b8aa72
博斯网球,http://50.7.238.10:8278/bositennis_twn/playlist.m3u8?tid=m60f4fd9da4d1&ct=18335&tsum=4d026bfb332da29886aa772f2e149edb
博斯网球,http://50.7.238.10:8278/bositennis_twn/playlist.m3u8?tid=MA9A5922328659223286&ct=19225&tsum=c83f112dbae37be6d20618138fddcf77
博斯运动2,http://50.7.238.10:8278/bosisport2_twn/playlist.m3u8?tid=mb50f39eebf51&ct=18335&tsum=4f8960c36a3e7f2b069d574293809283
博斯高球1,http://50.7.238.10:8278/bosigolf1_twn/playlist.m3u8?tid=m51c41c232c43&ct=18335&tsum=26e2e08302bf0409db94a692921fa08b
博斯高球1,http://50.7.238.10:8278/bosigolf1_twn/playlist.m3u8?tid=MD5D3832704238327042&ct=18393&tsum=cbf3bf749c9b0bf4828ab19efff1c5b0
博斯高球1,http://198.16.100.186:8278/bosigolf1_twn/playlist.m3u8?tid=m51c41c232c43&ct=18335&tsum=26e2e08302bf0409db94a692921fa08b
博斯高球1,http://198.16.100.186:8278/bosigolf1_twn/playlist.m3u8?tid=MD5D3832704238327042&ct=18393&tsum=cbf3bf749c9b0bf4828ab19efff1c5b0
好莱坞电影,http://50.7.238.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MA8A4005638840056388&ct=18392&tsum=a1f1517d4ea64fd01267905f21d83859
好莱坞电影,http://50.7.238.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MF6F7143280071432800&ct=19211&tsum=c0bc00f05a03eb1bef16741e9fd9737e
爱尔达体育1,http://50.7.238.10:8278/eltasport2_twn/playlist.m3u8?tid=ME3E4844502848445028&ct=19317&tsum=035fc643389fcb4a6bf124bca1248aab
爱尔达体育1,http://198.16.100.186:8278/eltasport2_twn/playlist.m3u8?tid=ME3E4844502848445028&ct=19317&tsum=035fc643389fcb4a6bf124bca1248aab
爱尔达体育2,http://198.16.100.186:8278/eltasport2_twn/playlist.m3u8?tid=MCDC5093685750936857&ct=19225&tsum=592e009b281ea2abc43b21768cb1bec0
探索亚洲,http://50.7.238.10:8278/discoverytwn_twn/playlist.m3u8?tid=MAAA4463833744638337&ct=18393&tsum=c4bd4c633430327425e073012785525e
探索动力,http://50.7.238.10:8278/discoveryturbo_twn/playlist.m3u8?tid=MECE3122352031223520&ct=18393&tsum=66f49d6631e9a76ea563d20a25e0bd4c
探索动力,http://50.7.238.10:8278/discoveryturbo_twn/playlist.m3u8?tid=MD5D5964869459648694&ct=19225&tsum=a21251b62069dff5c52601a3e4bc4a6d
探索动力,http://198.16.100.186:8278/discoveryturbo_twn/playlist.m3u8?tid=MECE3122352031223520&ct=18393&tsum=66f49d6631e9a76ea563d20a25e0bd4c
探索动力,http://198.16.100.186:8278/discoveryturbo_twn/playlist.m3u8?tid=MD5D5964869459648694&ct=19225&tsum=a21251b62069dff5c52601a3e4bc4a6d
星卫电影,http://50.7.238.10:8278/xingwei_movie/playlist.m3u8?tid=MBDB4578128345781283&ct=19225&tsum=f2041ec954c95b4a5fe29d7ccbfe5b60
星卫电影,http://198.16.100.186:8278/xingwei_movie/playlist.m3u8?tid=MBAB2096754620967546&ct=18392&tsum=2c800c1f0b6cc98d2404608c294dcbc2
时尚,http://50.7.238.10:8278/fashiontv_twn/playlist.m3u8?tid=ma97f669e7343&ct=18335&tsum=732ba26aa334bf6c1fad8812deda83d1
时尚FTV,http://50.7.238.10:8278/fashiontv_twn/playlist.m3u8?tid=MABA6457047364570473&ct=18393&tsum=82840dc94ca1ecca47ac4c26d3ee4afc
东森财经,http://50.7.238.10:8278/ettvcaijing_twn/playlist.m3u8?tid=m999b5a0f7fca17599138&ct=17874&tsum=345085d2d6d4401fdb3da968dfee5a54
东森财经,http://50.7.238.10:8278/ettvcaijing_twn/playlist.m3u8?tid=MD5D9010164090101640&ct=19225&tsum=cc229773020f89af853b23d81e0e6371
东森超视,http://50.7.238.10:8278/ettvsuper/playlist.m3u8?tid=MA4A3005409230054092&ct=19225&tsum=c5d89f66fa1a8bcd26f482d4a370def5
东森电影,http://50.7.238.10:8278/ettvmovie/playlist.m3u8?tid=MDED1943740419437404&ct=19225&tsum=120834a4218c4b5c3bb19efb8116f859
民视新闻,http://50.7.238.10:8278/ftvnew_taiwan/playlist.m3u8?tid=md953ce86cdad16241449&ct=17874&tsum=949d4aace793a001dd41392b210ba406
美亚电影,http://198.16.100.186:8278/meiyamovie_twn/playlist.m3u8?tid=mcfe3e109029013892155&ct=17874&tsum=164baeda6ab6c4160f2775128cfc6f4e
美亚电影,http://198.16.100.186:8278/meiyamovie_twn/playlist.m3u8?tid=MD3D6323299363232993&ct=18392&tsum=3f73f541d33abe71140d28ada99a071b
靖天卡通,http://50.7.238.10:8278/jingtiancartoon_twn/playlist.m3u8?tid=m1465dab025b5&ct=18335&tsum=ba935e583d90bfbe1d1d9662e9ac600c
靖天国际,http://50.7.238.10:8278/jingtianintl_twn/playlist.m3u8?tid=ME4E7632479576324795&ct=19226&tsum=9922eeed6392b21e1710ba791cc599d6
非凡新闻,http://198.16.100.186:8278/feifannews_twn/playlist.m3u8?tid=m050e7aad65f614336734&ct=17874&tsum=4ea1b829d195ac69a6c2ca51b21ae378
非凡新闻,http://198.16.100.186:8278/feifannews_twn/playlist.m3u8?tid=ME3E6962233269622332&ct=19225&tsum=eea4d84db71e12ba91bfcf328f4dec9d
龙华戏剧,http://50.7.238.10:8278/lunghuaxiju_twn/playlist.m3u8?tid=m5c1b0bf1531015581628&ct=17874&tsum=2d2c4d6761fa92d63b97c0fe787007cb
龙华戏剧,http://50.7.238.10:8278/lunghuaxiju_twn/playlist.m3u8?tid=MBAB4709384347093843&ct=19226&tsum=a2a7258f8565588e10b8da2f26ba8039
龙华戏剧,http://198.16.100.186:8278/lunghuaxiju_twn/playlist.m3u8?tid=m5c1b0bf1531015581628&ct=17874&tsum=2d2c4d6761fa92d63b97c0fe787007cb
龙华戏剧,http://198.16.100.186:8278/lunghuaxiju_twn/playlist.m3u8?tid=MBAB4709384347093843&ct=19226&tsum=a2a7258f8565588e10b8da2f26ba8039
Awani,http://198.16.100.186:8278/Awani/playlist.m3u8?tid=MB3B5555835155558351&ct=19225&tsum=148341f2ac3dfc57fd8bb8b2f6e4d190
BBC,http://198.16.100.186:8278/bbc1_antik/playlist.m3u8?tid=MF9F5104188751041887&ct=19317&tsum=d9d161255fab7747b92a36b17e6fcf9a
BBC1,http://198.16.100.186:8278/bbc1_antik/playlist.m3u8?tid=MF5F6677034466770344&ct=19225&tsum=7620e8a88546352c525938a2dee63a56
BBC2,http://198.16.100.186:8278/bbc2_antik/playlist.m3u8?tid=MA6A4519490645194906&ct=19225&tsum=9b7ac03eed5276fa8bda87e0e8e64ed1
BBC WORLD NEWS,http://198.16.100.186:8278/bbcnews_twn/playlist.m3u8?tid=ME2E9411781394117813&ct=19225&tsum=ffaa2caa60183eec89d730ed80b336d1
BTSports4,http://198.16.100.186:8278/btespn/playlist.m3u8?tid=MA7A3153817131538171&ct=19225&tsum=9452e06c1cdd6935e85cb94a95212a9a
CNA亚洲新闻,http://198.16.100.186:8278/cna/playlist.m3u8?tid=MFAF1272681512726815&ct=19225&tsum=4d6a781648283b1bb018bc5c098432d0
Euronews,http://198.16.100.186:8278/euronews_antik/playlist.m3u8?tid=MF2F8095655880956558&ct=19225&tsum=30c549f4730e3d83725a443cf0c16bbe
TLC旅游生活,http://198.16.100.186:8278/tlc_twn/playlist.m3u8?tid=MA0A5904082259040822&ct=19226&tsum=8fa7deead1d4b260825af15bc7378132
新加坡8,http://198.16.100.186:8278/TV8/playlist.m3u8?tid=MDFD8437455184374551&ct=19225&tsum=ea08ca3d3651a75f499af2fc429eee35

晴天,#genre#
电视多专用看,1
凤凰中文,P2p://80.251.220.91:7999/2e1416e03c5d5b88468e6ba1bdf80075.m3u8
凤凰资讯,P2p://80.251.220.91:7999/e66ec28b5bdb0f8892cfc046a80d775c.m3u8
凤凰资讯,P2p://80.251.220.91:7999/ee987b5f253f85f3ac789fc18266e98d.m3u8
凤凰香港,P2p://80.251.220.91:7999/02e951464b17777d78d69d2c83af22c8.m3u8
Now爆谷台,P2p://80.251.220.91:7999/8a11f82cf1c657e2db6ed1fdc2dcb3ed.m3u8
中天新闻,P2p://80.251.220.91:7999/8d13c790ceb548d8627d2e5f0382e489.m3u8
无线新闻,P2p://80.251.220.91:7999/0d3f54c8f9addf9e18d5f9dac5adae19.m3u8
无线新闻台,P2p://80.251.220.91:7999/3b8f1e91f35c8892ef3ee7c53bddd0c9.m3u8
无线翡翠4k,P2p://80.251.220.91:7999/114d4bdfcd993a587dbda655a2aeb984.m3u8
无线翡翠,P2p://80.251.220.91:7999/5a931ed422bf2e182d41abbca438a74b.m3u8
无线华丽,P2p://80.251.220.91:7999/504c060715cce75a464f812d0fd8213a.m3u8
星河,P2p://80.251.220.91:7999/cd7576789e91fb8a757fa0e1468651a5.m3u8
无线明珠,P2p://80.251.220.91:7999/9d18cf20b598bdc32830b6d46bda9e48.m3u8
明珠台,P2p://80.251.220.91:7999/5e208d730000eef3097b609e7dab4938.m3u8
澳门资讯,P2p://80.251.220.91:7999/d4a0807f063ba50ebfdede327fe9c158.m3u8

斯玛特,#genre#
TVB Magic,http://150.138.77.132:10037/xxw/Smartv.php?id=Tvbmagic
TVB Jade,http://150.138.77.132:10037/xxw/Smartv.php?id=Tvbjade
TVB Asia,http://150.138.77.132:10037/xxw/Smartv.php?id=Tvbasia
TVB Entertainment,http://150.138.77.132:10037/xxw/Smartv.php?id=Tvbentertainment
TVB Classic,http://150.138.77.132:10037/xxw/Smartv.php?id=Tvbclassic
TVBJ2,http://150.138.77.132:10037/xxw/Smartv.php?id=j2_twn
TVB星河,http://150.138.77.132:10037/xxw/Smartv.php?id=Xinhe
TVB珍珠,http://150.138.77.132:10037/xxw/Smartv.php?id=pearl_twn
TVB翡翠,http://150.138.77.132:10037/xxw/Smartv.php?id=jade_mike Indian
HGTV,http://150.138.77.132:10037/xxw/Smartv.php?id=HGTV
RHK31,http://150.138.77.132:10037/xxw/Smartv.php?id=rhk31_twn
RHK32,http://150.138.77.132:10037/xxw/Smartv.php?id=rhk32_twn
VIUTV1,http://150.138.77.132:10037/xxw/Smartv.php?id=viu1_twn
VIUTV6,http://150.138.77.132:10037/xxw/Smartv.php?id=viusix_twn
Viu TV69,http://150.138.77.132:10037/xxw/Smartv.php?id=viutv69_hkdavid
凤凰香港,http://150.138.77.132:10037/xxw/Smartv.php?id=hkphoenix_twn
无线财经,http://150.138.77.132:10037/xxw/Smartv.php?id=tvbcaijing_twn
凤凰卫视,http://150.138.77.132:10037/xxw/Smartv.php?id=phoenixtv_hd
凤凰资讯,http://150.138.77.132:10037/xxw/Smartv.php?id=phoenixinfo_hd
凤凰卫视,http://150.138.77.132:10037/xxw/Smartv.php?id=phoenixtv_hd
公视,http://150.138.77.132:10037/xxw/Smartv.php?id=ctv_taiwan
台视HD,http://150.138.77.132:10037/xxw/Smartv.php?id=ttv_taiwan
中视HD,http://150.138.77.132:10037/xxw/Smartv.php?id=zhongshihd_twn
民视HD,http://150.138.77.132:10037/xxw/Smartv.php?id=ftvhd_taiwan
华视HD,http://150.138.77.132:10037/xxw/Smartv.php?id=ctshd_twn
大爱2台,http://150.138.77.132:10037/xxw/Smartv.php?id=catchplay_twn
TVBS HD,http://150.138.77.132:10037/xxw/Smartv.php?id=tvbs
TVBS新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=tvbs_n
TVBS欢乐,http://150.138.77.132:10037/xxw/Smartv.php?id=tvbshuanle_twn
年代新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=niandainews_twn
中天新闻HD,http://150.138.77.132:10037/xxw/Smartv.php?id=ctinews
中天娱乐 ,http://150.138.77.132:10037/xxw/Smartv.php?id=ctient
中天综合,http://150.138.77.132:10037/xxw/Smartv.php?id=ctizhonghe
中天亚洲,http://150.138.77.132:10037/xxw/Smartv.php?id=ctiasia_twn
台视新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=ttvnews_twn
台视综合,http://150.138.77.132:10037/xxw/Smartv.php?id=ttvzhonghe_twn
中视经典,http://http://150.138.77.132:10037/xxw/Smartv.php?id=zhongshi_twn
中视新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=zhongshinews_twn
非凡新闻,http://http://150.138.77.132:10037/xxw/Smartv.php?id=feifannews_twn
民视新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=ftvnew_taiwan
民视台湾,http://150.138.77.132:10037/xxw/Smartv.php?id=ftvtaiwan_twn
八大第一,http://150.138.77.132:10037/xxw/Smartv.php?id=badafirst
八大综合,http://150.138.77.132:10037/xxw/Smartv.php?id=badazhonghe
八大戏剧,http://150.138.77.132:10037/xxw/Smartv.php?id=badadrama
八大娱乐,http://150.138.77.132:10037/xxw/Smartv.php?id=badaentertain
三立台湾,http://150.138.77.132:10037/xxw/Smartv.php?id=sanlitaiwan
三立综合,http://150.138.77.132:10037/xxw/Smartv.php?id=sanlizhonghe
三立戏剧,http://150.138.77.132:10037/xxw/Smartv.php?id=sanlixiju_twn
三立新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=inews_twn
东森综合,http://150.138.77.132:10037/xxw/Smartv.php?id=ettvzhonghe
东森超视,http://150.138.77.132:10037/xxw/Smartv.php?id=ettvsuper
东森戏剧,http://150.138.77.132:10037/xxw/Smartv.php?id=ettvdrama
东森财经,http://150.138.77.132:10037/xxw/Smartv.php?id=ettvcaijing_twn
东森电影,http://150.138.77.132:10037/xxw/Smartv.php?id=ettvmovie
东森洋片,http://150.138.77.132:10037/xxw/Smartv.php?id=ettvwestern
东森幼幼,http://150.138.77.132:10037/xxw/Smartv.php?id=yoyo_twn
龙华洋片,http://150.138.77.132:10037/xxw/Smartv.php?id=lunghuawestern_twn
龙详时代,http://150.138.77.132:10037/xxw/Smartv.php?id=lungxiangtime_twn
龙华戏剧,http://150.138.77.132:10037/xxw/Smartv.php?id=lunghuaxiju_twn
龙华偶像,http://150.138.77.132:10037/xxw/Smartv.php?id=lunghuaidol_twn
龙华卡通,http://150.138.77.132:10037/xxw/Smartv.php?id=jingtiancartoon_twn
靖天卡通,http://150.138.77.132:10037/xxw/Smartv.php?id=jingtiancartoon_twn
靖天国际,http://150.138.77.132:10037/xxw/Smartv.php?id=jingtianintl_twn
探索亚洲,http://150.138.77.132:10037/xxw/Smartv.php?id=discoverytwn_twn
卫视中文,http://150.138.77.132:10037/xxw/Smartv.php?id=weishichinese_twn
卫视电影,http://150.138.77.132:10037/xxw/Smartv.php?id=weishimovie_twn
美亚电影,http://150.138.77.132:10037/xxw/Smartv.php?id=meiyamovie_twn
星卫电影,http://150.138.77.132:10037/xxw/Smartv.php?id=xingwei_movie
旅游生活,http://150.138.77.132:10037/xxw/Smartv.php?id=tlc_twn
亚洲旅游,http://150.138.77.132:10037/xxw/Smartv.php?id=asiatravel_twn
亚洲美食,http://150.138.77.132:10037/xxw/Smartv.php?id=afc_twn
美食星球,http://150.138.77.132:10037/xxw/Smartv.php?id=foodplanet_twn
动物星球,http://150.138.77.132:10037/xxw/Smartv.php?id=AnimalPlanet
动物星球1,http://150.138.77.132:10037/xxw/Smartv.php?id=animalplanet_twn
博斯网球,http://150.138.77.132:10037/xxw/Smartv.php?id=bositennis_twn
博斯运动1,http://150.138.77.132:10037/xxw/Smartv.php?id=bosisport1_twn
博斯高球2,http://150.138.77.132:10037/xxw/Smartv.php?id=bosigolf2_twn
博斯运动2,http://150.138.77.132:10037/xxw/Smartv.php?id=bosisport2_twn
国家地理,http://150.138.77.132:10037/xxw/Smartv.php?id=natgeohd_twn
野生动物,http://150.138.77.132:10037/xxw/Smartv.php?id=natgeowild_twn
地理野生,http://150.138.77.132:10037/xxw/Smartv.php?id=natgeowildtamil_raj
EYETV戏剧,http://150.138.77.132:10037/xxw/Smartv.php?id=eyetvxiju_twn
EYETV旅游,http://150.138.77.132:10037/xxw/Smartv.php?id=?id=eyetvtravel_twn
好莱坞电影,http://150.138.77.132:10037/xxw/Smartv.php?id=hollywoodmovies_twn
爱尔达体育2,http://150.138.77.132:10037/xxw/Smartv.php?id=eltasport2_twn
爱尔达体育3,http://150.138.77.132:10037/xxw/Smartv.php?id=eltasport3_twn

零零广告极速,#genre#
鳳凰衛視中文,http://47.239.163.171/HDTV/QQ群1047470024.php?id=1
鳳凰衛視资讯,http://47.239.163.171/HDTV/QQ群1047470024.php?id=3
鳳凰衛視香港,http://47.239.163.171/HDTV/QQ群1047470024.php?id=5
香港有线新闻,http://47.239.163.171/HDTV/QQ群1047470024.php?id=6
TVB無綫新聞,http://47.239.163.171/HDTV/QQ群1047470024.php?id=8
TVB無綫新聞,http://47.239.163.171/HDTV/QQ群1047470024.php?id=9
TVB明珠,http://47.239.163.171/HDTV/QQ群1047470024.php?id=10
TVBplus,http://47.239.163.171/HDTV/QQ群1047470024.php?id=11
TVB星河,http://47.239.163.171/HDTV/QQ群1047470024.php?id=12
VIU TV,http://47.239.163.171/HDTV/QQ群1047470024.php?id=14
VIUTV6,http://47.239.163.171/HDTV/QQ群1047470024.php?id=15
NOW新闻,http://47.239.163.171/HDTV/QQ群1047470024.php?id=16
Now星影,http://47.239.163.171/HDTV/QQ群1047470024.php?id=17
Now体育,http://47.239.163.171/HDTV/QQ群1047470024.php?id=18
Now英超1,http://47.239.163.171/HDTV/QQ群1047470024.php?id=19
