綜合其他,#genre#
WTO姐妹會,http://xn--elt51t.azip.dpdns.org:5008/ofiii129/index.m3u8
綜藝玩很大,http://xn--elt51t.azip.dpdns.org:5008/ofiii130/index.m3u8
全民星攻略,http://xn--elt51t.azip.dpdns.org:5008/ofiii131/index.m3u8
健康2.0,http://xn--elt51t.azip.dpdns.org:5008/ofiii132/index.m3u8
台灣啟示錄,http://xn--elt51t.azip.dpdns.org:5008/ofiii133/index.m3u8
法眼黑與白,http://xn--elt51t.azip.dpdns.org:5008/ofiii134/index.m3u8
天才衝衝衝,http://xn--elt51t.azip.dpdns.org:5008/ofiii135/index.m3u8
一步一腳印 發現新台灣,http://xn--elt51t.azip.dpdns.org:5008/ofiii136/index.m3u8
女人我最大,http://xn--elt51t.azip.dpdns.org:5008/ofiii137/index.m3u8
看板人物,http://xn--elt51t.azip.dpdns.org:5008/ofiii138/index.m3u8
威廉沈歡樂送,http://xn--elt51t.azip.dpdns.org:5008/ofiii139/index.m3u8
木曜4超玩 一日系列,http://xn--elt51t.azip.dpdns.org:5008/ofiii140/index.m3u8
一字千金,http://xn--elt51t.azip.dpdns.org:5008/ofiii142/index.m3u8
11點熱吵店,http://xn--elt51t.azip.dpdns.org:5008/ofiii143/index.m3u8
回到20歲,http://xn--elt51t.azip.dpdns.org:5008/ofiii145/index.m3u8
白雪公主非死不可,http://xn--elt51t.azip.dpdns.org:5008/ofiii146/index.m3u8
好搭檔,http://xn--elt51t.azip.dpdns.org:5008/ofiii147/index.m3u8
頭腦共助,http://xn--elt51t.azip.dpdns.org:5008/ofiii148/index.m3u8
凌晨兩點的灰姑娘,http://xn--elt51t.azip.dpdns.org:5008/ofiii149/index.m3u8
台灣靈異事件,http://xn--elt51t.azip.dpdns.org:5008/ofiii150/index.m3u8
包青天 1993版,http://xn--elt51t.azip.dpdns.org:5008/ofiii151/index.m3u8
我的婆婆怎麼那麼可愛,http://xn--elt51t.azip.dpdns.org:5008/ofiii152/index.m3u8
村裡來了個暴走女外科,http://xn--elt51t.azip.dpdns.org:5008/ofiii153/index.m3u8
一把青,http://xn--elt51t.azip.dpdns.org:5008/ofiii154/index.m3u8
茶金,http://xn--elt51t.azip.dpdns.org:5008/ofiii155/index.m3u8
苦力,http://xn--elt51t.azip.dpdns.org:5008/ofiii156/index.m3u8
俗女養成記,http://xn--elt51t.azip.dpdns.org:5008/ofiii157/index.m3u8
麻醉風暴,http://xn--elt51t.azip.dpdns.org:5008/ofiii158/index.m3u8
雖然等級只有1級但固有技能是最強的,http://xn--elt51t.azip.dpdns.org:5008/ofiii159/index.m3u8
擁有超常技能的異世界流浪美食家,http://xn--elt51t.azip.dpdns.org:5008/ofiii160/index.m3u8
WIND BREAKER—防風少年—,http://xn--elt51t.azip.dpdns.org:5008/ofiii161/index.m3u8
在異世界獲得超強能力的我，在現實世界照樣無敵～等級提升改變人生命運～,http://xn--elt51t.azip.dpdns.org:5008/ofiii162/index.m3u8
第一神拳,http://xn--elt51t.azip.dpdns.org:5008/ofiii163/index.m3u8
刀劍神域(中文版),http://xn--elt51t.azip.dpdns.org:5008/ofiii164/index.m3u8
蠟筆小新(中文版),http://xn--elt51t.azip.dpdns.org:5008/ofiii165/index.m3u8
我們這一家,http://xn--elt51t.azip.dpdns.org:5008/ofiii166/index.m3u8
獵人(中文版),http://xn--elt51t.azip.dpdns.org:5008/ofiii167/index.m3u8
中華一番(中文版),http://xn--elt51t.azip.dpdns.org:5008/ofiii168/index.m3u8
隊長小翼(中文版),http://xn--elt51t.azip.dpdns.org:5008/ofiii169/index.m3u8
SPY X FAMILY 間諜家家酒,http://xn--elt51t.azip.dpdns.org:5008/ofiii170/index.m3u8
SPY X FAMILY 間諜家家酒(中文版),http://xn--elt51t.azip.dpdns.org:5008/ofiii171/index.m3u8
無職轉生，到了異世界就拿出真本事,http://xn--elt51t.azip.dpdns.org:5008/ofiii172/index.m3u8
關於我轉生變成史萊姆這檔事(國),http://xn--elt51t.azip.dpdns.org:5008/ofiii173/index.m3u8
夏目友人帳,http://xn--elt51t.azip.dpdns.org:5008/ofiii174/index.m3u8
家庭教師HITMAN REBORN!(中文版),http://xn--elt51t.azip.dpdns.org:5008/ofiii175/index.m3u8
烘焙王(中文版),http://xn--elt51t.azip.dpdns.org:5008/ofiii176/index.m3u8
鋼之鍊金術師,http://xn--elt51t.azip.dpdns.org:5008/ofiii177/index.m3u8
JOJO 的奇妙冒險,http://xn--elt51t.azip.dpdns.org:5008/ofiii178/index.m3u8
葬送的芙莉蓮,http://xn--elt51t.azip.dpdns.org:5008/ofiii179/index.m3u8
史上最強弟子兼一(中文版),http://xn--elt51t.azip.dpdns.org:5008/ofiii180/index.m3u8
爆漫王(中文版),http://xn--elt51t.azip.dpdns.org:5008/ofiii181/index.m3u8
忍者亂太郎(中文版),http://xn--elt51t.azip.dpdns.org:5008/ofiii182/index.m3u8
膽大黨,http://xn--elt51t.azip.dpdns.org:5008/ofiii183/index.m3u8
新忍者哈特利,http://xn--elt51t.azip.dpdns.org:5008/ofiii184/index.m3u8
生命的贏家,http://xn--elt51t.azip.dpdns.org:5008/ofiii192/index.m3u8
海派甜心,http://xn--elt51t.azip.dpdns.org:5008/ofiii195/index.m3u8
不良笑花,http://xn--elt51t.azip.dpdns.org:5008/ofiii196/index.m3u8
戰神,http://xn--elt51t.azip.dpdns.org:5008/ofiii197/index.m3u8
大新聞大爆卦,http://xn--elt51t.azip.dpdns.org:5008/ofiii201/index.m3u8
新聞大白話,http://xn--elt51t.azip.dpdns.org:5008/ofiii202/index.m3u8
文茜的世界周報,http://xn--elt51t.azip.dpdns.org:5008/ofiii203/index.m3u8
寰宇全視界,http://xn--elt51t.azip.dpdns.org:5008/ofiii204/index.m3u8
文茜的世界財經周報,http://xn--elt51t.azip.dpdns.org:5008/ofiii205/index.m3u8
環球大戰線,http://xn--elt51t.azip.dpdns.org:5008/ofiii206/index.m3u8
少康戰情室,http://xn--elt51t.azip.dpdns.org:5008/ofiii207/index.m3u8
國民大會,http://xn--elt51t.azip.dpdns.org:5008/ofiii208/index.m3u8
電動車時代,http://xn--elt51t.azip.dpdns.org:5008/ofiii215/index.m3u8
SiCAR愛車酷,http://xn--elt51t.azip.dpdns.org:5008/ofiii216/index.m3u8
狂人日誌,http://xn--elt51t.azip.dpdns.org:5008/ofiii217/index.m3u8
脖子解說 Mr. Neck,http://xn--elt51t.azip.dpdns.org:5008/ofiii218/index.m3u8
食尚玩家-Hello腹餓代,http://xn--elt51t.azip.dpdns.org:5008/ofiii225/index.m3u8
食尚玩家-天菜就醬吃,http://xn--elt51t.azip.dpdns.org:5008/ofiii226/index.m3u8
食尚玩家-2天1夜go,http://xn--elt51t.azip.dpdns.org:5008/ofiii227/index.m3u8
食尚玩家-熱血48小時,http://xn--elt51t.azip.dpdns.org:5008/ofiii228/index.m3u8
食尚玩家-魚肉鄉民,http://xn--elt51t.azip.dpdns.org:5008/ofiii229/index.m3u8
食尚玩家-瘋狂總部,http://xn--elt51t.azip.dpdns.org:5008/ofiii230/index.m3u8
非凡大探索,http://xn--elt51t.azip.dpdns.org:5008/ofiii234/index.m3u8
台灣1001個故事,http://xn--elt51t.azip.dpdns.org:5008/ofiii235/index.m3u8
詹姆士出走料理,http://xn--elt51t.azip.dpdns.org:5008/ofiii236/index.m3u8
進擊的台灣,http://xn--elt51t.azip.dpdns.org:5008/ofiii237/index.m3u8
世界第一等,http://xn--elt51t.azip.dpdns.org:5008/ofiii238/index.m3u8
台灣第一等,http://xn--elt51t.azip.dpdns.org:5008/ofiii239/index.m3u8
溢遊未盡,http://xn--elt51t.azip.dpdns.org:5008/ofiii240/index.m3u8
台灣真善美,http://xn--elt51t.azip.dpdns.org:5008/ofiii241/index.m3u8
請問今晚住誰家,http://xn--elt51t.azip.dpdns.org:5008/ofiii242/index.m3u8
早餐中國,http://xn--elt51t.azip.dpdns.org:5008/ofiii243/index.m3u8
溢起趣打卡,http://xn--elt51t.azip.dpdns.org:5008/ofiii244/index.m3u8
台灣壹百種味道,http://xn--elt51t.azip.dpdns.org:5008/ofiii245/index.m3u8
紓壓雷雨聲,http://xn--elt51t.azip.dpdns.org:5008/ofiii250/index.m3u8
療癒下雨聲,http://xn--elt51t.azip.dpdns.org:5008/ofiii251/index.m3u8
放鬆的爵士午後,http://xn--elt51t.azip.dpdns.org:5008/ofiii252/index.m3u8
野外燒柴火聲,http://xn--elt51t.azip.dpdns.org:5008/ofiii253/index.m3u8
夏日陽光海浪聲,http://xn--elt51t.azip.dpdns.org:5008/ofiii254/index.m3u8
香港台,#genre#
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
华丽翡翠台,http://php.jdshipin.com:8880/smt.php?id=Tvbjade
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
TVB Plus,http://php.jdshipin.com:8880/smt.php?id=j2_twn
无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
TVB娱乐新闻台,http://php.jdshipin.com:8880/smt.php?id=Tvbentertainment
ViuTV,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
ViuTVSix,http://php.jdshipin.com:8880/smt.php?id=viusix_twn
RTHK31,http://php.jdshipin.com:8880/smt.php?id=rhk31_twn
RTHK32,http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
千禧经典台,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
美亚电影台,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
天映频道,http://php.jdshipin.com:8880/smt.php?id=Celestial
天映经典,http://php.jdshipin.com:8880/smt.php?id=Celestial2
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
八度空间,http://php.jdshipin.com:8880/smt.php?id=TV8
Astro AOD,http://php.jdshipin.com:8880/smt.php?id=Aodhd
Astro AEC,http://php.jdshipin.com:8880/smt.php?id=AEC
爱奇艺,http://php.jdshipin.com:8880/smt.php?id=Qiyi
Astro QJ,http://php.jdshipin.com:8880/smt.php?id=Quanjia
Astro欢喜台,http://php.jdshipin.com:8880/smt.php?id=Huahee
