央卫频道,#genre#
CCTV-4,http://php.cqshushu.ggff.net/jzb.php?id=cctv5&公众号【医工学习日志】$医工
CCTV-4,http://web9916.w.computerqwq.cf/jzb.php?id=cctv4&公众号【医工学习日志】$医工
CCTV-5,http://php.cqshushu.ggff.net/jzb.php?id=cctv5&公众号【医工学习日志】$医工
CCTV-5,http://web9916.w.computerqwq.cf/jzb.php?id=cctv5&公众号【医工学习日志】$医工
CCTV-6,http://php.cqshushu.ggff.net/jzb.php?id=cctv6&公众号【医工学习日志】$医工
CCTV-6,http://web9916.w.computerqwq.cf/jzb.php?id=cctv6&公众号【医工学习日志】$医工
CCTV-7,http://php.cqshushu.ggff.net/jzb.php?id=cctv7&公众号【医工学习日志】$医工
CCTV-7,http://web9916.w.computerqwq.cf/jzb.php?id=cctv7&公众号【医工学习日志】$医工
CCTV-8,http://php.cqshushu.ggff.net/jzb.php?id=cctv8&公众号【医工学习日志】$医工
CCTV-8,http://web9916.w.computerqwq.cf/jzb.php?id=cctv8&公众号【医工学习日志】$医工
CCTV-9,http://php.cqshushu.ggff.net/jzb.php?id=cctv9&公众号【医工学习日志】$医工
CCTV-9,http://web9916.w.computerqwq.cf/jzb.php?id=cctv9&公众号【医工学习日志】$医工
CCTV-10,http://php.cqshushu.ggff.net/jzb.php?id=cctv10&公众号【医工学习日志】$医工
CCTV-10,http://web9916.w.computerqwq.cf/jzb.php?id=cctv10&公众号【医工学习日志】$医工
CCTV-11,http://php.cqshushu.ggff.net/jzb.php?id=cctv11&公众号【医工学习日志】$医工
CCTV-11,http://web9916.w.computerqwq.cf/jzb.php?id=cctv11&公众号【医工学习日志】$医工
CCTV-12,http://php.cqshushu.ggff.net/jzb.php?id=cctv12&公众号【医工学习日志】$医工
CCTV-12,http://web9916.w.computerqwq.cf/jzb.php?id=cctv12&公众号【医工学习日志】$医工
CCTV-13,http://php.cqshushu.ggff.net/jzb.php?id=cctv13&公众号【医工学习日志】$医工
CCTV-13,http://web9916.w.computerqwq.cf/jzb.php?id=cctv13&公众号【医工学习日志】$医工
CCTV-14,http://php.cqshushu.ggff.net/jzb.php?id=cctv14&公众号【医工学习日志】$医工
CCTV-14,http://web9916.w.computerqwq.cf/jzb.php?id=cctv14&公众号【医工学习日志】$医工
CCTV-15,http://php.cqshushu.ggff.net/jzb.php?id=cctv15&公众号【医工学习日志】$医工
CCTV-15,http://web9916.w.computerqwq.cf/jzb.php?id=cctv15&公众号【医工学习日志】$医工
CCTV-16,http://php.cqshushu.ggff.net/jzb.php?id=cctv16&公众号【医工学习日志】$医工
CCTV-16,http://web9916.w.computerqwq.cf/jzb.php?id=cctv16&公众号【医工学习日志】$医工
CCTV-17,http://php.cqshushu.ggff.net/jzb.php?id=cctv17&公众号【医工学习日志】$医工
CCTV-17,http://web9916.w.computerqwq.cf/jzb.php?id=cctv17&公众号【医工学习日志】$医工
CCTV-5+,http://dl.zhoujie218.top/migu/migu.php?id=cctv5p
江苏卫视,http://php.cqshushu.ggff.net/jzb.php?id=jsws&公众号【医工学习日志】$医工
江苏卫视,http://web9916.w.computerqwq.cf/jzb.php?id=jsws&公众号【医工学习日志】$医工
东方卫视,http://php.cqshushu.ggff.net/jzb.php?id=dfws&公众号【医工学习日志】$医工
东方卫视,http://web9916.w.computerqwq.cf/jzb.php?id=dfws&公众号【医工学习日志】$医工
北京卫视,http://web9916.w.computerqwq.cf/jzb.php?id=bjws&公众号【医工学习日志】$医工
北京卫视,http://php.cqshushu.ggff.net/jzb.php?id=bjws&公众号【医工学习日志】$医工
广东卫视,http://php.cqshushu.ggff.net/jzb.php?id=gdws&公众号【医工学习日志】$医工
广东卫视,http://web9916.w.computerqwq.cf/jzb.php?id=gdws&公众号【医工学习日志】$医工
东南卫视,http://php.cqshushu.ggff.net/jzb.php?id=dnws&公众号【医工学习日志】$医工
东南卫视,http://web9916.w.computerqwq.cf/jzb.php?id=dnws&公众号【医工学习日志】$医工
江西卫视,http://php.cqshushu.ggff.net/jzb.php?id=jxws&公众号【医工学习日志】$医工
江西卫视,http://web9916.w.computerqwq.cf/jzb.php?id=jxws&公众号【医工学习日志】$医工
陕西卫视,http://php.cqshushu.ggff.net/jzb.php?id=sxws&公众号【医工学习日志】$医工
陕西卫视,http://web9916.w.computerqwq.cf/jzb.php?id=sxws&公众号【医工学习日志】$医工
山西卫视,http://web9916.w.computerqwq.cf/jzb.php?id=shanxws&公众号【医工学习日志】$医工
山西卫视,http://php.cqshushu.ggff.net/jzb.php?id=shanxws&公众号【医工学习日志】$医工
河南卫视,http://web9916.w.computerqwq.cf/jzb.php?id=henws&公众号【医工学习日志】$医工
河南卫视,http://php.cqshushu.ggff.net/jzb.php?id=henws&公众号【医工学习日志】$医工
吉林卫视,http://web9916.w.computerqwq.cf/jzb.php?id=jlws&公众号【医工学习日志】$医工
吉林卫视,http://php.cqshushu.ggff.net/jzb.php?id=jlws&公众号【医工学习日志】$医工
青海卫视,http://web9916.w.computerqwq.cf/jzb.php?id=qhws&公众号【医工学习日志】$医工
青海卫视,http://php.cqshushu.ggff.net/jzb.php?id=qhws&公众号【医工学习日志】$医工
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=56747a&tk=922ba46651d3
浙江卫视,http://web9916.w.computerqwq.cf/jzb.php?id=zjws&公众号【医工学习日志】$医工
浙江卫视,http://php.cqshushu.ggff.net/jzb.php?id=zjws&公众号【医工学习日志】$医工
湖南卫视,http://php.cqshushu.ggff.net/jzb.php?id=hunws&公众号【医工学习日志】$医工
湖南卫视,http://web9916.w.computerqwq.cf/jzb.php?id=hunws&公众号【医工学习日志】$医工
湖北卫视,http://php.cqshushu.ggff.net/jzb.php?id=hbws&公众号【医工学习日志】$医工
湖北卫视,http://web9916.w.computerqwq.cf/jzb.php?id=hbws&公众号【医工学习日志】$医工
黑龙江卫视,http://php.cqshushu.ggff.net/jzb.php?id=hljws&公众号【医工学习日志】$医工
黑龙江卫视,http://web9916.w.computerqwq.cf/jzb.php?id=hljws&公众号【医工学习日志】$医工
安徽卫视,http://php.cqshushu.ggff.net/jzb.php?id=ahws&公众号【医工学习日志】$医工
安徽卫视,http://web9916.w.computerqwq.cf/jzb.php?id=ahws&公众号【医工学习日志】$医工
重庆卫视,http://web9916.w.computerqwq.cf/jzb.php?id=cqws&公众号【医工学习日志】$医工
重庆卫视,http://php.cqshushu.ggff.net/jzb.php?id=cqws&公众号【医工学习日志】$医工
广西卫视,http://php.cqshushu.ggff.net/jzb.php?id=gxws&公众号【医工学习日志】$医工
广西卫视,http://web9916.w.computerqwq.cf/jzb.php?id=gxws&公众号【医工学习日志】$医工
贵州卫视,http://php.cqshushu.ggff.net/jzb.php?id=gzws&公众号【医工学习日志】$医工
贵州卫视,http://web9916.w.computerqwq.cf/jzb.php?id=gzws&公众号【医工学习日志】$医工
海南卫视,http://web9916.w.computerqwq.cf/jzb.php?id=hainws&公众号【医工学习日志】$医工
海南卫视,http://php.cqshushu.ggff.net/jzb.php?id=hainws&公众号【医工学习日志】$医工
吉林卫视,http://web9916.w.computerqwq.cf/jzb.php?id=jlws&公众号【医工学习日志】$医工
吉林卫视,http://php.cqshushu.ggff.net/jzb.php?id=jlws&公众号【医工学习日志】$医工
天津卫视,http://php.cqshushu.ggff.net/jzb.php?id=tjws&公众号【医工学习日志】$医工
天津卫视,http://web9916.w.computerqwq.cf/jzb.php?id=tjws&公众号【医工学习日志】$医工
深圳卫视,http://web9916.w.computerqwq.cf/jzb.php?id=szws&公众号【医工学习日志】$医工
四川卫视,http://php.cqshushu.ggff.net/jzb.php?id=scws&公众号【医工学习日志】$医工
四川卫视,http://web9916.w.computerqwq.cf/jzb.php?id=scws&公众号【医工学习日志】$医工

CCTV-1,http://103.72.172.253:8041/hls/218855428/index.m3u8$10372
CCTV-2,http://103.72.172.253:8041/hls/226419643/index.m3u8$10372
CCTV-3,http://103.72.172.253:8041/hls/236821488/index.m3u8$10372
CCTV-4,http://103.72.172.253:8041/hls/238962782/index.m3u8$10372
CCTV-5,http://103.72.172.253:8041/hls/251285191/index.m3u8$10372
CCTV-6,http://103.72.172.253:8041/hls/254779335/index.m3u8$10372
CCTV-7,http://103.72.172.253:8041/hls/256418271/index.m3u8$10372
CCTV-8,http://103.72.172.253:8041/hls/269482854/index.m3u8$10372
CCTV-9,http://103.72.172.253:8041/hls/281284444/index.m3u8$10372
CCTV-10,http://103.72.172.253:8041/hls/294729569/index.m3u8$10372
CCTV-11,http://103.72.172.253:8041/hls/311257824/index.m3u8$10372
CCTV-12,http://103.72.172.253:8041/hls/311517662/index.m3u8$10372
CCTV-13,http://103.72.172.253:8041/hls/318237429/index.m3u8$10372
CCTV-14,http://103.72.172.253:8041/hls/326994135/index.m3u8$10372
CCTV-15,http://103.72.172.253:8041/hls/327589764/index.m3u8$10372
云南卫视,http://103.72.172.253:8041/hls/411289696/index.m3u8$10372
宁夏卫视,http://103.72.172.253:8041/hls/416877897/index.m3u8$10372
广东卫视,http://103.72.172.253:8041/hls/418261266/index.m3u8$10372
安徽卫视,http://103.72.172.253:8041/hls/423628357/index.m3u8$10372
广西卫视,http://103.72.172.253:8041/hls/434386277/index.m3u8$10372
浙江卫视,http://103.72.172.253:8041/hls/436397645/index.m3u8$10372
重庆卫视,http://103.72.172.253:8041/hls/449141259/index.m3u8$10372
吉林卫视,http://103.72.172.253:8041/hls/464453219/index.m3u8$10372
山东卫视,http://103.72.172.253:8041/hls/466797634/index.m3u8$10372
黑龙江卫视,http://103.72.172.253:8041/hls/477412998/index.m3u8$10372
东南卫视,http://103.72.172.253:8041/hls/484225138/index.m3u8$10372
东方卫视,http://103.72.172.253:8041/hls/488772575/index.m3u8$10372
江苏卫视,http://103.72.172.253:8041/hls/492987178/index.m3u8$10372
河北卫视,http://103.72.172.253:8041/hls/493322856/index.m3u8$10372
山西卫视,http://103.72.172.253:8041/hls/496247945/index.m3u8$10372
天津卫视,http://103.72.172.253:8041/hls/514476568/index.m3u8$10372
江西卫视,http://103.72.172.253:8041/hls/529792586/index.m3u8$10372
河南卫视,http://103.72.172.253:8041/hls/548821281/index.m3u8$10372
辽宁卫视,http://103.72.172.253:8041/hls/566281793/index.m3u8$10372
湖南卫视,http://103.72.172.253:8041/hls/573785178/index.m3u8$10372
四川卫视,http://103.72.172.253:8041/hls/591842922/index.m3u8$10372

CCTV-1,http://58.56.171.146:51790/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$5856
CCTV-2,http://58.56.171.146:51790/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$5856
CCTV-3,http://58.56.171.146:51790/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$5856
CCTV-4,http://58.56.171.146:51790/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$5856
CCTV-5,http://58.56.171.146:51790/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$5856
CCTV-5+,http://58.56.171.146:51790/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$5856
CCTV-6,http://58.56.171.146:51790/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$5856
CCTV-7,http://58.56.171.146:51790/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$5856
CCTV-8,http://58.56.171.146:51790/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$5856
CCTV-9,http://58.56.171.146:51790/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$5856
CCTV-10,http://58.56.171.146:51790/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$5856
CCTV-11,http://58.56.171.146:51790/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$5856
CCTV-12,http://58.56.171.146:51790/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$5856
CCTV-13,http://58.56.171.146:51790/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$5856
CCTV-14,http://58.56.171.146:51790/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$5856
CCTV-15,http://58.56.171.146:51790/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$5856

山东卫视,http://58.56.171.146:51790/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$5856
北京卫视,http://58.56.171.146:51790/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$5856
天津卫视,http://58.56.171.146:51790/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$5856
东方卫视,http://58.56.171.146:51790/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$5856
广东卫视,http://58.56.171.146:51790/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$5856
深圳卫视,http://58.56.171.146:51790/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$5856
东南卫视,http://58.56.171.146:51790/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$5856
黑龙江卫视,http://58.56.171.146:51790/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0$5856
浙江卫视,http://58.56.171.146:51790/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$5856
江苏卫视,http://58.56.171.146:51790/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$5856
湖南卫视,http://58.56.171.146:51790/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$5856
湖北卫视,http://58.56.171.146:51790/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$5856
重庆卫视,http://58.56.171.146:51790/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$5856
四川卫视,http://58.56.171.146:51790/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$5856
贵州卫视,http://58.56.171.146:51790/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$5856
江西卫视,http://58.56.171.146:51790/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$5856
河北卫视,http://58.56.171.146:51790/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$5856
河南卫视,http://58.56.171.146:51790/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$5856
辽宁卫视,http://58.56.171.146:51790/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$5856
安徽卫视,http://58.56.171.146:51790/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$5856
吉林卫视,http://58.56.171.146:51790/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0$5856

CCTV-1,http://36.36.200.198:44330/tsfile/live/0001_1.m3u8?key=txiptv$3636
CCTV-2,http://36.36.200.198:44330/tsfile/live/0002_1.m3u8?key=txiptv$3636
CCTV-3,http://36.36.200.198:44330/tsfile/live/0003_1.m3u8?key=txiptv$3636
CCTV-4,http://36.36.200.198:44330/tsfile/live/0004_1.m3u8?key=txiptv$3636
CCTV-5,http://36.36.200.198:44330/tsfile/live/0005_1.m3u8?key=txiptv$3636
CCTV-5+,http://36.36.200.198:44330/tsfile/live/0006_1.m3u8?key=txiptv$3636
CCTV-6,http://36.36.200.198:44330/tsfile/live/0007_1.m3u8?key=txiptv$3636
CCTV-7,http://36.36.200.198:44330/tsfile/live/0008_1.m3u8?key=txiptv$3636
CCTV-8,http://36.36.200.198:44330/tsfile/live/0009_1.m3u8?key=txiptv$3636
CCTV-9,http://36.36.200.198:44330/tsfile/live/0010_1.m3u8?key=txiptv$3636
CCTV-10,http://36.36.200.198:44330/tsfile/live/0011_1.m3u8?key=txiptv$3636
CCTV-11,http://36.36.200.198:44330/tsfile/live/0012_1.m3u8?key=txiptv$3636
CCTV-12,http://36.36.200.198:44330/tsfile/live/0013_1.m3u8?key=txiptv$3636
CCTV-13,http://36.36.200.198:44330/tsfile/live/0014_1.m3u8?key=txiptv$3636
CCTV-14,http://36.36.200.198:44330/tsfile/live/0015_1.m3u8?key=txiptv$3636
CCTV-15,http://36.36.200.198:44330/tsfile/live/0016_1.m3u8?key=txiptv$3636
深圳卫视,http://36.36.200.198:44330/tsfile/live/0018_1.m3u8?key=txiptv$3636
广东卫视,http://36.36.200.198:44330/tsfile/live/0125_1.m3u8?key=txiptv$3636
大湾区卫视,http://36.36.200.198:44330/tsfile/live/1007_1.m3u8?key=txiptv$3636
湖南卫视,http://36.36.200.198:44330/tsfile/live/0128_1.m3u8?key=txiptv$3636
江苏卫视,http://36.36.200.198:44330/tsfile/live/0127_1.m3u8?key=txiptv$3636
浙江卫视,http://36.36.200.198:44330/tsfile/live/0124_1.m3u8?key=txiptv$3636
北京卫视,http://36.36.200.198:44330/tsfile/live/0122_1.m3u8?key=txiptv$3636
东方卫视,http://36.36.200.198:44330/tsfile/live/0107_1.m3u8?key=txiptv$3636
天津卫视,http://36.36.200.198:44330/tsfile/live/0135_1.m3u8?key=txiptv$3636
山东卫视,http://36.36.200.198:44330/tsfile/live/0131_1.m3u8?key=txiptv$3636
黑龙江卫视,http://36.36.200.198:44330/tsfile/live/0143_1.m3u8?key=txiptv$3636
安徽卫视,http://36.36.200.198:44330/tsfile/live/0130_1.m3u8?key=txiptv$3636
辽宁卫视,http://36.36.200.198:44330/tsfile/live/0121_1.m3u8?key=txiptv$3636
湖北卫视,http://36.36.200.198:44330/tsfile/live/0132_1.m3u8?key=txiptv$3636
重庆卫视,http://36.36.200.198:44330/tsfile/live/0142_1.m3u8?key=txiptv$3636
四川卫视,http://36.36.200.198:44330/tsfile/live/0123_1.m3u8?key=txiptv$3636
吉林卫视,http://36.36.200.198:44330/tsfile/live/0116_1.m3u8?key=txiptv$3636
江西卫视,http://36.36.200.198:44330/tsfile/live/0138_1.m3u8?key=txiptv$3636
山西卫视,http://36.36.200.198:44330/tsfile/live/0118_1.m3u8?key=txiptv$3636
陕西卫视,http://36.36.200.198:44330/tsfile/live/0136_1.m3u8?key=txiptv$3636
河南卫视,http://36.36.200.198:44330/tsfile/live/0139_1.m3u8?key=txiptv$3636

CCTV-1,http://112.132.10.54:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$112132
CCTV-2,http://112.132.10.54:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$112132
CCTV-3,http://112.132.10.54:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$112132
CCTV-4,http://112.132.10.54:9901/tsfile/live/0004_2.m3u8?key=txiptv&playlive=0&authid=0$112132
CCTV-5,http://112.132.10.54:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$112132
CCTV-6,http://112.132.10.54:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$112132
CCTV-7,http://112.132.10.54:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$112132
CCTV-8,http://112.132.10.54:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$112132
CCTV-9,http://112.132.10.54:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$112132
CCTV-10,http://112.132.10.54:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$112132
CCTV-11,http://112.132.10.54:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$112132
CCTV-12,http://112.132.10.54:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$112132
CCTV-14,http://112.132.10.54:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$112132
CCTV-15,http://112.132.10.54:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$112132
安徽卫视,http://112.132.10.54:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0$112132
湖南卫视,http://112.132.10.54:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0$112132
浙江卫视,http://112.132.10.54:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$112132
河南卫视,http://112.132.10.54:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$112132
宁夏卫视,http://112.132.10.54:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0$112132
陕西卫视,http://112.132.10.54:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$112132
重庆卫视,http://112.132.10.54:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$112132
吉林卫视,http://112.132.10.54:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0$112132
江西卫视,http://112.132.10.54:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$112132
吉林卫视,http://112.132.10.54:9901/tsfile/live/0116_2.m3u8?key=txiptv&playlive=1&authid=0$112132
甘肃卫视,http://112.132.10.54:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0$112132
天津卫视,http://112.132.10.54:9901/tsfile/live/1017_8.m3u8?key=txiptv&playlive=1&authid=0$112132
海南卫视,http://112.132.10.54:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$112132
西藏卫视,http://112.132.10.54:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0$112132
兵团卫视,http://112.132.10.54:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0$112132
湖北卫视,http://112.132.10.54:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$112132


CCTV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$IPV6
CCTV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8$IPV6
CCTV-3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$IPV6
CCTV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8$IPV6
CCTV-5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$IPV6
CCTV-6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$IPV6
CCTV-7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$IPV6
CCTV-8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$IPV6
CCTV-9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$IPV6
CCTV-10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8$IPV6
CCTV-11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8$IPV6
CCTV-12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8$IPV6
CCTV-13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8$IPV6
CCTV-14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8$IPV6
CCTV-15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8$IPV6
CCTV-16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$IPV6
CCTV-17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$IPV6
CCTV-5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8$IPV6
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8$IPV6
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8$IPV6
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8$IPV6
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8$IPV6
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8$IPV6
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8$IPV6
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8$IPV6
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$IPV6
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8$IPV6
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8$IPV6
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8$IPV6
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8$IPV6
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225799/index.m3u8$IPV6
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8$IPV6
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8$IPV6
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8$IPV6
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8$IPV6
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8$IPV6
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8$IPV6
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8$IPV6
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8$IPV6
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8$IPV6
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8$IPV6
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8$IPV6
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$IPV6
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8$IPV6
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8$IPV6
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8$IPV6
延边卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8$IPV6
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8$IPV6
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8$IPV6

CCTV-1,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001859$A央视频
CCTV-2,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001800$A央视频
CCTV-3,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv3/$A央视网
CCTV-4,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001814$A央视频
CCTV-5,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001818$A央视频
CCTV-6,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600108442$A央视频
CCTV-7,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600004092$A央视频
CCTV-8,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001803$A央视频
CCTV-9,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600004078$A央视频
CCTV-10,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001805$A央视频
