台灣频道,#genre#
山東衛視,http://yemingjkl.x3322.net:35455/nptv/shandong.m3u8
扶余綜合,http://stream6.jlntv.cn/fy/playlist.m3u8
湖北衛視,http://smart.tv.home.kg/smtv.php?id=hubei
北京衛視,http://58.17.48.228:808/hls/35/index.m3u8
河北衛視,http://huashetou.top:35455/nptv/hebei.m3u8


香港頻道,#genre#
香港衛視,https://hoytv-live-stream.hoy.tv/ch77/index-fhd.m3u8
香港衛視,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
鳳凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8
鳳凰香港,http://php.jdshipin.com/ TVOD/iptv.php?id=fhhk
香港開電視,https://live-hls-web-ajb.getaj.net/AJB/01.m3u8
外網香港衛視,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港電台RTHK 32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
HOY TV,https://ktpremium.com:443/M919HR/5577/492391?c=香港
Viu TV,https://ktpremium.com:443/M919HR/5577/870528?c=香港
香港c+,https://stream1.freetv.fun/8809ef652c64001910cceaa72e6190b5bfe53d1f7478b98f2bcac0531f8c436d.m3u8
香港31,http://8.137.59.151:99/fhtv/fenghuang.php?id=17
香港32,http://8.137.59.151:99/fhtv/fenghuang.php?id=18
香港8K,http://[2409:8087:2001:20:2800:0:df6e:eb04]/wh7f454c46tW1782571424_-1576923679/ott.mobaibox.com/PLTV/3/224/3221228132/index.m3u8



日本頻道,#genre#
日本购物1,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8
日本购物2,http://stream1.shopch.jp/HLS/out2/prog_index.m3u8
日本购物3,http://stream1.shopch.jp/HLS/out3/prog_index.m3u8
日本购物4,http://stream1.shopch.jp/HLS/out4/prog_index.m3u8
日本テレビ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS294&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
日本テレビ,https://z02.ubtvfans.com/live/rx3/119/4afe8ce2807d2f69ae671f87789fa3bc/index.m3u8
NHK World Premium 日本,https://cdn.skygo.mn/live/disk1/NHK_World_Premium/HLSv3-FTA/NHK_World_Premium.m3u8
日本映画専門チャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS255&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
日本映画専門チャンネル,https://code.vthanhtivi.pw/getlink/jptv2/57/playlist.m3u8
BS-TBS,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS161&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BS-TBS,https://smart.pendy.dpdns.org/Smart.php?id=bstbs_japan
NHK BS1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS101&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK BS1,https://stream.fs1.tv/hls/webstream.m3u8
BS Fuji,https://smart.pendy.dpdns.org/Smart.php?id=bsfuji_japan
BS Fuji,http://fm1077.serv00.net/Smart.php?id=bsfuji_japan
NHK BSP,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs01&checkedby:iptvcat.com
NHK BSP,http://125.227.210.55:60116/VideoInput/play.ts
BS Asahi,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs03&checkedby:iptvcat.com
BS Asahi,http://203.162.235.41:29108
CGN日本,http://66.165.240.154:8080/live/2sfrb1/hls.m3u8
NHK E,https://vnpt.nekocdn.xyz/d074504f-ca7a-467e-a67c-a91e69461775.m3u8
NHK G,https://vnpt.nekocdn.xyz/b783a989-9e73-4bce-bfa3-9996a9eaa455.m3u8
TOKYO MX1,https://mcas-eqms-mx1-live.hls.davlive.stream.ne.jp/mt/master/340f27cd590451b1e7d0034b85b5175ddaf05454/EQMS_MX1/master.m3u8
TOKYO MX1,https://mcas-eqms-mx2-live.hls.davlive.stream.ne.jp/mt/master/340f27cd590451b1e7d0034b85b5175ddaf05454/EQMS_MX1/master.m3u8
BS TV Tokyo,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs05&checkedby:iptvcat.com
BS TV Tokyo,http://uni6rtmp.tulix.tv:1935/vbstv/vbsabr.smil/playlist.m3u8
钓鱼日本,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS251&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1


韓國頻道,#genre#
韩·EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
韩·EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
韩·EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
韩·EBS1,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
韩·EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
韩·EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
韩·EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
韩·EBSi,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
韩·EBS+2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
韩·EBSe,http://ebsonairios.ebs.co.kr/plus3tablet500k/tablet500k/plus3tablet500k.index.m3u8
韩·JTBC,https://everylive.space/live/jtbc/livestream.m3u8
韩·KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
韩·CJB | SBS,http://1.222.207.80:1935/live/cjbtv/playlist.m3u8
韩·NBS,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
韩·KBS LIVE,http://kbs-dokdo.gscdn.com/dokdo_300/dokdo_300.stream/playlist.m3u8
韩·Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
韩·阿里郎Korea,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
韩·GS My Shop,https://gstv-myshop.gsshop.com/myshop_hd/myshop_hd.stream/playlist.m3u8
韩·KoreaTV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8
韩·TBS,https://cdntv.tbs.seoul.kr/tbs/_definst_/tbs_tv_web_720.smil/playlist.m3u8
韩·KBS Drama,http://mytv.dothome.co.kr/ch/catv/2.php
韩·KBS Joy,http://mytv.dothome.co.kr/ch/catv/3.php
韩·KBS LIFE,http://mytv.dothome.co.kr/ch/catv/5.php
韩·KBS Story,http://mytv.dothome.co.kr/ch/catv/4.php
韩·KBS World,http://mytv.dothome.co.kr/ch/catv/7.php
韩·KBS 1TV,http://mytv.dothome.co.kr/ch/public/1.php
韩·KBS 2TV,http://mytv.dothome.co.kr/ch/public/3.php
韩·KCTV,http://119.77.96.184:1935/chn05/chn05/playlist.m3u8
韩·Korean Song Channel,http://live.kytv.co.kr:8080/hls/stream.m3u8
韩·NHTV,http://nonghyup.flive.skcdn.com/nonghyup/_definst_/nhlive/playlist.m3u8
韩·OUN,https://live.knou.ac.kr/knou1/live1/playlist.m3u8
韩·SBS KNN,https://stream1.knn.co.kr/hls/9ly4534y7dm2xfa123r2_tv/index.m3u8
韩·TBS Seoul,https://cdntv.tbs.seoul.kr/tbs/tbs_tv_web.smil/playlist.m3u8
韩国|大田MBC,https://ns1.tjmbc.co.kr/live/myStream.sdp/playlist.m3u8
韩国|丽水MBC,https://5c3639aa99149.streamlock.net/live_TV/tv/playlist.m3u8
韩国|木浦MBC,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
韩国|济州MBC,https://wowza.jejumbc.com/live/tv_jejumbc/playlist.m3u8
韩国|国防电视,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
韩·BBS,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8


