央视频,#genre#
1月5日03:00_NBA常规赛_活塞vs骑士 英文原音,https://mgev.188766.xyz/play?migutoken=c0417d6a41357f97b8b60ca1c297018b&id=yp%2FCaz4C%2BdabU9ut2jtOSb9LGTBxQWXZOTVduuCynp3R4KKVhadefBtHfW0eKmqRKd8rlgK%2FjxpURjtuP2CT5JVzhGWOB%2BRO9XQ4u9MDfmLZbyDJzFaN6t214Ka8pmDhwOgXJ72XRHfiXOq71xqH9wr9JTAnPYd%2FkUYNhUCnir%2BXwRR%2FJrMnNDXmlGHKIH9IUA5bgpQe3giGz4HrNzVHpBkRfwZp%2FK0KFW5jrhDUtoI0k8NUQco98S1I7vwYxbPKaO2WmUevdoDIyzIis2aSDcUnkuocvmFOYjRoRO4Yk0A%3D&name=miHKzoNuzsq8N%2BUW1B3sBzPlMghtFakxLWi271pCg4S4zxJa9lq2jb2o7Ng3Pt5RuGTU8%2B8tl%2BFHeJ3FTml7MIvKtU%2FX9K8mnJ108i6GN1E%3D
1月5日03:50西甲_皇家社会vs马竞,https://mgev.188766.xyz/play?migutoken=27f343cb415d0254d5dc4035dc2d1453&id=jw3SFIcmCICGcjBvMsXnUy6TXgzgP3BS2h53jVJpSFYd7T2jv4j%2F7FN071JSlMAc9JSWhuj6YSfdCmmGdXDyKpyo0PGoEB%2FWLm3hLqXHhBPoRL6NV9%2FksKF2%2FQNQeDjWDolB%2BRdie4y%2FV32sn0Hc7aX3LvX7b%2BltJ%2FCNX7nghxhF9eJZzpWuvZzw2%2BYNj%2BVg1%2FOHzmnMrOweWDjfeB%2FQtJuzmpqvAUYx2e17l8UKfroEAUHWCg5jgbc5AcNFudUW0Y7FN122BQBdR4zwJMPr9aQ4MyiFs6xFPrfg4BPxDZr0FkUa22EQXKHelSy%2FFfDXkZp7%2FR2ZUuENJDtUSoFAOS1VtrwvfTr5cjB70EFYiB2gLNanlxw8x5Sw9IsT7doFZNlHwYcWS2aZ82YmoRertg%3D%3D&name=loJfExC0mxwKWJZQLwXxrniolwCl4llK6m1LYrut6XnJqFVrNgnjrf8GIDcrIBFKBxYfn3un7bLjH5vscSP0NA%3D%3D
1月5日04:00_NBA常规赛_步行者vs魔术 金浩霆,https://mgev.188766.xyz/play?migutoken=4581c9e54b7821a5a98b02c35150f3af&id=cwkSs2UBVWLlGRaVfhwBDX%2BptcZH%2FrTuJ3bY%2Fx7sUJ9Q6%2Fba%2Bp%2FSgW2hnsd4XyOv7hhDJGt%2BefruKLw9U%2BvNAAw0JGKW2FJsQbgWtlUimfyYUytFHiUVx%2Br4spShmtKQAshx7D0tuLEo9%2Ft1lxGl%2Fa0FnicNGWFl1h8WLsCc%2FH%2B7maYhIdlT7Aj9zupUfCiym4Gh4Orq4BMyCT6LaUhTvMQsPJV1sKJUCJE6DjK%2BKGe7XqfNTp9vtf1g0k3TWgApEmIaPuLcV9cE6RK%2BUiJ6wDcUE8IZ%2Fee8WsQbvCiVyZ4%3D&name=hTngSDSFyi4Ko7SEam%2FFXjPG5396hO%2FgXi%2B1YidPGbPdYgjsx2%2BhtAc5Oqmgpy1hHk4QKJVy6zSypX0T0xaBv1m4grisyBhufOy5ntMeO0s%3D
1月5日04:00_NBA常规赛_步行者vs魔术 英文原音,https://mgev.188766.xyz/play?migutoken=fc64280b598f14680161adb1b8e9ce35&id=LifMYKYp2GuiKNJrzlBSXincdN7Feq2V46NyjCa9WtusdXqGQqa1Dna6T4caM6dQLvP2iRvigxhhoI6dP%2FRQSmjiQdLaSzsuaVk3fyhhf4h0R%2B5%2BfcC9Gk2HHKYyjnlMI81M0%2FT0v87xcXM8a0sgoCr39w8Yo8Rb0XlOjiExTwVCn0Sjkvg5si7sHZPozd3CafzgRNN7iOLFTdHesUmWjsiNz8UThoh8ctrBJIoqu1TIpAlAL%2FfGN0DHMxyvEfNvawp19IVAdQYq%2BogB6zzMRfjgtjeVeSFiWeLULlp1Fl8%3D&name=%2FZxn1UgNTTuQ6vGSmOlyHH%2FgbexKtKEJh%2Fe1rW%2FNdwpzOQsz7AnR8hg26uYc9%2FLAmyjj9QFHFNvGgAbzAlZjrYpADrsyPhra4cB%2BqVYB%2F%2Bo%3D
1月5日04:30_NBA常规赛_掘金vs篮网 郑诚,https://mgev.188766.xyz/play?migutoken=53085ad6388d5381a0054eb3295e4c99&id=uznS%2FVv%2F2SL%2FbKKf7yvvIg57i8MsOXyxa42t2XF9ErTtHUy47YNwYK2CGXS5i0nqtZA5kFsMJjmXv7FrpBkm98NGq3PUe7SyStrbev9iih42WxsiXEFp%2F5JUrv1QU8uGwzQMo77pCPeEI1UpDkFP4Eztuo4PXE8D12UIz%2FdgbyL9RPbSKuhb3T2SddBfT9xakbJ9GR4naC202iDDoMANfVp5emKO5PVAYUb6hwueCRMjxGzEUO9g5UHSqbtxcKNnaUraXYf7UVo%2FWTMxJzYF3HE389q1RKrLWZtnqu15lWs%3D&name=RC7wZzOMKzSvDN8t6MJpZqvK50jUWBo82vvAmEeMSOWiGPAqU56rL0SQQAD6R%2FSDRMIorqGYTqkwjzNe4zaDoFFiaiS56NNkiAXHsvQuVc4%3D
1月5日04:30_NBA常规赛_掘金vs篮网 英文原音,https://mgev.188766.xyz/play?migutoken=b1fd08aec336d20cae274db0c1adee02&id=XBI2o57XR8ANRbXdsc2c4tet8DzMmhdABbYlB1aES9d8wIZd8TOpLvfTWqV4hTT4vzwMqkUo2zYoUK7uwILV2GoRd3G2A8bJ%2FsscJELKuvj11JKlfOZWZtR793T4dYDg5GtbY3oARhXjWIx7lN4VLJzIOxYafEmdTl3ChvHZN5lAfGCDRU6CMJ%2BCG4vugXC3QypvIMU9Fiud4rvegwq3JmDKzSU73B3m6Dhcu%2Fv05EzxdU7fVcoGp4n8Q16grpvKpz5K2zyatYRBNVvYoXwTz2XxgVXS0sb2LNvyjEq1xMQ%3D&name=m6vWIz2SctOYG9flbFa1yT4krBSSaL86qfZG7Mw5N%2BOOIUwEC4keUX3FmY4ULX25iEMyHFln2qE3YNzMeveViSSmKR8M72oCyTs%2FhZvHUJY%3D
1月5日05:25_NFL常规赛_闪电vs野马 杨照铭,https://mgev.188766.xyz/play?migutoken=584d8675243eeeda833a3d6f74d1719f&id=eGnBodD69DwXPKC61xdlK4cT8KJm9IOVCzbCDKWJe50NACFvhOlEn%2Bj%2FMIKbM4plq7JJMDq6hjR3TXvrrQV0agRdp0u5XOA5ZEkeQ8a9TtYgN2xss9TBQINMTF%2BfUpPOIDU4gadt6d9GH16oYQ8kaDKQYlWNlCF%2FKtkACLFf410%2FvqzMXNA3h93pm37WDRRTPEj09JypqTAkvplHmsXaeONYg5Y3japzSKnC8fUba6NpgbY9qR9SAgQncahmtc%2FjcRYw8zBQv3JckZR%2B%2FhGMdccAOC8wGT82GH%2FLXTt%2BQsI%3D&name=3EJ0zEdUBwCv%2FASnX5Y%2FnCugKIQHLR8HLwtGZsHpfcsyb5%2BEqpHkofLAzuQf9x6I1lx%2F8lKwn%2BtGF9JQStQB01scsGIKHvVFydEzqUfW1cw%3D
1月5日05:25_NFL常规赛_闪电vs野马 英文原音,https://mgev.188766.xyz/play?migutoken=3d6357fcf8485aa84e9456b5cc2cd0f8&id=uGpCbaIKXh2zRF%2BfTKbuuGZ%2FyrILoE%2BDfvuD4x48t4eYmI6oL2jp8EfZZ1EzZzdAmh3fiu%2BB%2FGyCRBkpPAtDBZtZMW8TtPlk3Ozq6xpVcSdM9frmxqLpNV69JhVB97%2F%2B2eyEdp9oHWd5gkii%2FHdveFP2jmKgyr9hctGenXFRiF%2F1TdOPV413Efaqwohajx7PrFYXInKVSRsDOqKPoLktm2k2itKxLYmWwrGO6%2FxjPd3qUPb4DqlrS8TiDYdJDlAk5xgJdXDoDn%2FiEzjbHowBlUykZIfZ0zj1qWl9zEdV9Rk%3D&name=d4TeCDEKZEv%2F34vFzIQHx5pCbW68qnAejlWaUQHvEWkRVaUO6NqfzsIu0zqd5nSZ6%2FzwVF4O8lISBRsArb%2FSqL2MQGJZQF1RjTOfTBSHklU%3D
1月5日07:00_NBA常规赛_鹈鹕vs热火 丁楠,https://mgev.188766.xyz/play?migutoken=a9843725b1fab84d9cf0b97cf698c879&id=iJXQ1LwpcUiKnBTUjrIB27cWZ528wVqEOWgsIyZrMZHSzPmq96kldAbjzg9fjuuAaf6hstWtVrxrvc72WCpNFkBsx6%2F5WlBHV%2BiosNXDIaHhXBfniXY6h2gR1TKGPQzIFYBQbOgUl7jBjsgItDLsrp3yA8rxIMYGtdbuVOJTvmbVmSp%2BqopDKQnwtBE8%2FMYgFASDjWIunAe1gUXV59VAXfqVWAESGyDni%2FlDTuKAs4miJAYfmvALw7cmmaIUccHNexNwo1Dp4jjgmlMOuUpxzAsNhBuhaam4h7uViw3JtGE%3D&name=VaV3dprVxOVRGRCO%2Fd1Mxn9i41nG7OegxsnegJkR9Fy%2BymRo6jPMNnq8uc%2FW0EjXcpKoMtxwc1QWN2IXBl%2BGTXG8zpxzmv6H4mz6qOeL1To%3D
1月5日07:00_NBA常规赛_鹈鹕vs热火 英文原音,https://mgev.188766.xyz/play?migutoken=9de978a864c155e2b48ef5bb295f16eb&id=PTpGM34vHuedXtFN3xpYu16%2FRmU22%2BlgmKKSVHK%2BB1tLQPwua%2Fru%2FmxrIla4lH4tf2UzPcZIv7ewerk3fxerMs%2FnEy0t%2BO8T1%2FLfB7KezoizyLj8Cdf8w89%2Bem%2BrBln3wYd3Zc0QDMN7zJeyBYaTmhWHU4eWSkRo1xi9Xfs4ZnH0jEI9me2D4gfDG6CjOfcJD69TuAEf53822Eaxh4sW78s0wy%2Bn%2Fero2eUA01bF9OV0L%2F60uS3iM%2BBDy5yDmoKmSsx3q%2F8ND8MY2rpJcwzwGYM39XAi4jo07q8BN13IFps%3D&name=VZefUSIBZGQ%2BgjkbfORlKfLti9Nvck%2FmHmsW0vClBH5qBSeSAGgV2SmkWz%2FDPxAcf4VOOYkWsTYpjUjxVI25O%2FeBK9kgF2wWXEialI%2BoXJo%3D
1月5日07:00_NBA常规赛_森林狼vs奇才 李雪儿,https://mgev.188766.xyz/play?migutoken=bd5651e346a011921fb3210a82d072e6&id=4X8QgXXHO9Lrmhfm452%2BzMwA32QXSSGjE42ZF%2Futg4LUhX1FeNfyypgtEt7aBaGVvOhVZSUUyXi8F5q2kaLwFxx9XFymM2l0NGKAeoOvSAYExjumGin4kmjY3p%2Fs2SbWVrrsZofj9ZqW8WNXToVurhVESLDVAylpRR2PCp1EJFljO1%2BOh%2FNi7nQkXHqIHg%2Bw%2BKzzb3YoMkW4VfYDcVooQfUkj5rwEc6PHbkJ3BCIosJcjXVrM3QcdVUv9gpFivSCt4B4qUqAY1sn79ckMHA5XEUW%2Byn3ISE0ZOD6FN5f1nQ%3D&name=2gBN3%2BSVT%2BrTJ1p1FSZ0j8uHkYZCAEn%2B8jlZ9D8hNA0RDEfmewFvjipOejSQRGcvmO0pHMP989TK5d%2B3O2nvuvZFQvJhS1HrUhRg2%2BAK6XU%3D
1月5日07:00_NBA常规赛_森林狼vs奇才 英文原音,https://mgev.188766.xyz/play?migutoken=780d29e2288db99dff3a948e9b9ea84d&id=8gMlUT4PgktCexd0L2d5yBsdDU1jljMf%2Fo2XZxLlKUV4UAU7vfflPx6%2BOh6rBytIeMvuawEnLxEfP3TVHQzJ40hc6W5%2BMTES9VHXAlShkk21mvkNPv1niBbs%2B2Jq3FrqW4pjyybhpWlwduGguHjqs9ZmpKontLLmAwIKxInXB1Sd3WrliZME74H5V89UK8nL268yraJvi8dFSoblqSEEqJbP6Lf2VAxBlMHsjbsXD%2FfNpnqsuJDpt292UfYaG38nZETpcsxWZB3PK4S4eCaWjxg0ax%2BsT53t9nlF9S4HeMs%3D&name=Q%2FoC03IdtUbaqnYjBwfJjwaW2FbBgMTs9qadxPSjLjjPIcSndBWbbeRQVnA378CVoNbgTBqrEeY8Q2WkBhItyY7bB24I57IE0c%2BtD0W5jKM%3D
1月5日09:00_NBA常规赛_雷霆vs太阳 刘乘源 吴谦 果果,https://mgev.188766.xyz/play?migutoken=4caca1f2c937ff53f25010f391ec010c&id=uAHy3swWdz2RQXZAba9MZcbiR49yevnYwz%2Byfq%2BuKdO%2FNZKMC%2Fr72WI09MTO4c3b3WGF%2FYDg09b0XyLHwBezhKhiq%2F5fEDGSmxfPGG%2B6av4mNdOXQv5fWsZIiE6BiHFFE%2F7S0HPxJcEVsoNQF9UicIcySAFFH9PovDfMbGYqZWBXa3zbY50cWi22TVnJwjyn4GuU2PnonHEsuQGzKIZ%2FtrxOjeSqNzc%2FFEQJ1DXqnl3nnk073VM%2FcZaHUqtjjLg96VQbL04QdWcc2h6XJro%2FHSK1YLZMGprVEo7qfUf%2FNzc%3D&name=iZzo27qZQfafrycSZGINur%2FrtJo0C3IBEHYcgKEYNFl7GW4tnNOTU1goHScW0FE0ZNxDPAGUjRfHj0YJCWNkUsiFntkjNgznptp565J3Vs5HvxII8TXmU6WJ6%2Bpkzs74
1月5日09:00_NBA常规赛_雷霆vs太阳 英文原音,https://mgev.188766.xyz/play?migutoken=30360fec57b1587f5039ae1409ef932e&id=BFtTzP8n4xHVxpOTbBkfj1zIFh2zfSCFbocq%2Bv9kchJITA7QbjBAALdbN7u%2Bt%2FjkMx0vokuw9E1beg11eQVcAMALE03lm4TStFMxSKU39OkH6p7V1horydLutAEOkygKB9UrYGZ4TeDKccX1mjEeBgefsf2qx%2Btd0U4tMfewJYICL5OkmnweSJiYz27sy14d6sYWauGOvPb4MaRlBb2ol7yJ4sSwIdgtVPu7HsmLKkT%2BHWdRGCTeFmOml4l0fMcC9%2B%2Bx1SxI1ktrn0Av3%2FMwJ8qsQm9esvwSGjyQQcni518%3D&name=T3OHYGEHRMp3SsqxmYket6SfYMP4ZfpgrwQKhjGj4HbBAbguNh4bkVVjr8MWuzBctLAxD4das2zp2jIo5nZY5R1zhtAHSnKuohY2OsvG4P0%3D
1月5日09:20_NFL常规赛_乌鸦vs钢人 邢天宇,https://mgev.188766.xyz/play?migutoken=5687f107b6074b33cc5aab2456cc0fee&id=2sKsdWsgHJxo%2BCYc7CFuGwjMH77jHvousvkm76FgzH%2BGeuR7VKPOyYAJOifucxRhzBiTlfOmaVaG5tKlb1112ljjvO24avlvSsToSxG5FvoXBxr2459w9PXcC1rQfR3i%2B7iI0pNYsNIWN7w%2BlzhnLj9lT6SiLB7vxYWPCnQsJV6qX05cdzF0RH2lePFn5exJBQY3HZpr7Oc27UyneINwiy1TVQvEckjvkk4YLWGYNayZSPAI0FIev%2FXNnQpYKFqw53QzDGU0OwvQL2ChqpFqrTNo6Pl5r1fP4NUdxqH2g30%3D&name=4U54IWRyPPywyCzu7b7TvixzU6kCJw3i7kxaPAJ07G1UTCdfisvN76%2FKsEIY%2Fg%2FbPeBQQWHx02DFOaZKftCeicfwJYworvl16twGXFg4e4A%3D
1月5日09:20_NFL常规赛_乌鸦vs钢人 英文原音,https://mgev.188766.xyz/play?migutoken=a930a2ca478f3f3f5cfe8ca7e4dc5bdf&id=eAzhZ6wVsZVZpQKujO10UBBLa%2FdGjMKuECZkkWCpyEpYOTB6RwC4ctO9pR1F710cwOH%2FHSvDso05JcRxnLbvYP2Jp9%2FW3DWX54f1xq3ztMRmaF3%2B7r%2B71QpivYf34xPL2dKan8ERKsn7iHpTEoCynBrBaizPWC52oC0%2BH9FPKxsE3sOCYIfzmrCZiPOEPRBuwuaFYcTF1Ty%2FGS%2BDlCVNPpc08Kl4TqYTSOCqFT888d8Fm7HalUzMyVjoAHxjvLKiVLZWh808%2FBA359KV8M7JxP5HIHH%2FT0LsM%2BcV6cgFVYo%3D&name=zcR%2FEFMrx7vH2jPuFpPR3da3D6BB9lWWdOd0iW%2BUxKASca6Db9LmvHRxqiL%2BkuJyuukcC%2BNnwTcpH1pW8TNUMw5mxFp0gsu%2FIjozE92xCt0%3D
1月5日10:00_篮球直播节目_[早安Tip_Off]第74期 段冉 管维佳 泱泱,https://mgev.188766.xyz/play?migutoken=00e4a54d50bc4e0d9646340b729fae08&id=NQq3u7I9l%2FwmLyD9THZfKjyzTIybjGdl334jLhsDuwvjdUSijT%2FAE26ayKCOGbEcN0dCPK9e7t2yJoCnw5gbhIt0VzevdkIrYQI3jDT%2BuRDqdHTIvFZ072w48g2NP6Lb%2Fh14tcSN%2BHWejPfpeMxqADN%2BBgl1oseHTIEFYRsV1qZaooywydT%2Fe7nOPWYHbBZ3JKhLE93RFjmqICRk4jjmuvV5uAtMgp%2B2zt2XCO8chzRbKlfuJpvJXhPR3VkVCOaNlJkf18E1p0FkQvHjB1rjeeOPirmVZHRb7Yjyt9Xs3rk%3D&name=Bbqhz66US2xwDu%2B66LPPYr6E2neYILjQS9a5Xad9nhqPGQwduA6q%2B48H%2Fc6fUF8PzKF4RdxXxnmFhCSurHLkFPdQLqiCjPSB5TAIPm5hsN7jqOeD%2BHVaBFyxnicuKz4k2fiksscjeaRE4xM5h4Ii1g%3D%3D
1月5日10:00_NBA常规赛_雄鹿vs国王 孔祥宇 李克,https://mgev.188766.xyz/play?migutoken=67cc77735de7f8f912c29e5a8367401d&id=4%2FzhUdZUUd2jASQD8XxBPzgVldD3mIQViSjg%2Bre0QBsuGEVyEbdNoH98SZbzODTBysQXjJr90o%2FGD47tevmLgC%2Bq3T3eRgVW6bIPL48dL9KhJAZtTSgd50d1y3jLX9W96U0z3XERNg8rpZtUNCxA%2FJJTKNwoGR91CkwDvU3rW0eyMhsQdf09rABfUdM4hb%2FXzpiXru34ZIRcvh3F47EZSFGXN5785khdfLM6VjxX7qh54cp5G6aY8%2FVIk9i0VbI6iVERq7ZF2Z0t0UaVMH6aRzKFfFOecpDmqSfSVxk%2Fmus%3D&name=rQxpBcS0z6OQ7kQoTjv8xg06DomEziCILQ4ga%2Flib0jRMiXYTAGcY8OKEfmrCMTtgAAm%2Fi%2B%2BHcXtBztS%2FDCCPH2n%2B%2FmZ6ZQ4TzbFru9a3Dg%3D
1月5日10:00_NBA常规赛_雄鹿vs国王 英文原音,https://mgev.188766.xyz/play?migutoken=f8372b9454876b798c88628369bff15e&id=XvDWyqHM5yBFMKUxdlP63Phmj5SE2B298HYXLFLqjO3hvm73UdNaDK4wUH4oTWQ14IFLNwzeMzf96ovtlkmDLugMoneML7wgPbc4%2BNq78017SZB7YufSH925jrrGhO0EBWJEH46%2Butc9gaTqInLUXhXlnJcuFl8YcLc6ZSnpM705bOpLxLnXRaIZGmRHlyPuFeDlwOInZOaTgOBDfYQflIHXkh1bsR93p5XB9xagDmMU0g9O1UxAANIJZYnJ03Gn%2FhmvU%2B5hEUB4Wyycg4e8GXdCvPG1f7N%2Bhw0ZvjPpXFA%3D&name=ebDYN3QtzZXz8jXyPjJLtdQssQcJb93%2FAAZiMqjBYv6sC%2Bz1zalT8muEjAY7iBmdCkMVY4g%2Blfd13IvG9C3BwwMHRzVS%2FnZW6N2sctYkL2U%3D
1月5日10:30_NBA常规赛_灰熊vs湖人 段冉 管维佳 泱泱,https://mgev.188766.xyz/play?migutoken=755ffda92758c4587f8cedeb2723281d&id=OerSsiy0qFVtB%2BfvqB6bpZL84C4%2BzEmxhVNk1VNB7ecijsH9W4noIA52ZpxgvJfgKfo2vcg0GBsM4B0hACTB4PNiYiT5D3oQ1O0Pk%2BMyKobYjMfJwubNVpqN1j3xiwiXGYKuXQOVnAnnMwB8mh0OPJj2PcwdBveFHQcNz5RD9VkV4OafrSZlb6UbDZ6oxmAulBd%2BcCo7ItU7ueNtXx8BdEi2CarqOnKUsJOeb7dKLJBRUH4gvNVBOx7h5jeX2ozU8x9mN7ZGMtfaWWd5lGESQ%2BOKncChMuFJpPl%2FP5BLKpc%3D&name=DsX5pzWs2hYAcWWrDK7IFx%2FtadVVfUE4jCZJgc7z5BHwws8IqMSdfLjUVo7q8kcUyuOwObHGH2eN30fwRWUieiV3RyJEyCjdM%2BzOQHaZxFzGnUDsMvAbdtRYqdlTdUG3
1月5日10:30_NBA常规赛_灰熊vs湖人 英文原音,https://mgev.188766.xyz/play?migutoken=898fd1e1d7ff6ee4114ae93599cc35e4&id=Ztr7BUYYbnbs8furj56e0zTD0FYONrFt5uFMqYVsf0VGGZx0lfs5oeZO%2F64m8H%2BsZFkM3fkhuMnmm7SckfnYORFDi%2BJoWu0YbBax0bYBv69iO6xBIttGvg9DlgbmNF6IygzMifkc%2F4MNZiRXwdpQtj8hGHL4jbPJ%2FIWE2zAaeoidS2ZaWIOLpp5Tky9ulrtB%2BQNeLHooNEIvebv34ToNff%2BYtLNjGTCJ2TTGri%2FukPGOF9e8OfaM6Rr8dpA0G5BjY0P6bxuB2fpIa0GUNl0kfXEnHoZubupJ%2BjTczVLvPgw%3D&name=%2ByBGdhGPztWhYM78SyGN0VaJWxq7X%2Fs2fNS6mCX5pH6mG2GD347WzzrMDICwLho5Oszx4fKyyu2C2MAGQ8%2B9o4aAO%2FxfgDhXxfkb2sRvipY%3D
1月5日14:00_NBA经典赛_NBA常规赛精彩回顾：活塞vs骑士,https://mgev.188766.xyz/play?migutoken=d4c5033b6059442e0b764f403161ec9a&id=J71wyUkUXb0JaXQHlSZpZJVaip9pYlufjft9z0heZ93B2odjkDH6ujJRlNLF46BCJHyCgvyWfnvadhYABF8O%2F4UMzIGxo%2FOAaqHD2%2FJHG%2F73SUjWtYK3zGNWPmFzdspo2sJamyYz13SRYvqMDMuLM6tsaGda1bZa7ggSr7jEjy34ytK2siqLxwz7O%2FCUfopxpPB5bLuX7DzQIMc72Q4TLqwkmn9M0lHj0u7ToNL0PKcFJQP7%2FVg4Gq40KQ4Dk1u4xq85mERA%2BDIjyWvOGXn6AMF4JFhjNZskW2G2M7YTxYOAcqUsPpGbSae8z634KoiR&name=tyc0k%2BG6OcqK6CONI%2FxeVKCEEGinFUrni4v46jJU3DpfQt%2FKO79K54xszqn94R0kU2i6jzRizRipT8G1O8mKC06aqkZrsqyMJC%2B5q85B45DxbizPJx3%2FGHMN47sMyqkp
1月5日16:00_NBA经典赛_NBA常规赛精彩回顾：活塞vs骑士,https://mgev.188766.xyz/play?migutoken=e8a88fe612fc691c3b3280b5597d4872&id=mr2DHzbmLnhk0dvxpVifUwE3XKcYu3qs1pMV27tSPZrgdWW9FphK1OdMFngH%2BfVj4LXf8fi6JCfNeTmhWJ%2FCzDUwI8AnAeNYuyydRduE3uZnhcRJB%2FtvC3UC5q22owjwehtB30YsljukFbT7udWqUc%2BVDxmBwgIkVrSOWP4JLxG1rNoA5mSEk3vMYmwQ0bHv%2FhZVFL%2Bze94UrnSEKn%2F4ampUgSBjedDtSMBzm%2B1cKfZXxZMwzFl7Ejx63akWV%2FJpzYS89vUi%2B9x2PK8ykJ5gL6MMrKOqDWUwOg%2FM2PbduiujwmKehvuXlhzaERXUcZXN&name=AK25yvRovPBnzYaY85WBFVmnACrYrl6parQQijLQrU54STEFVxm6msmWV40Kbah%2F6kqUa8qKQ3AAqBdz2OVvmNqfTlA9UICEyr3Lc4VTfGdFW9I5%2B6yu9OG8%2FkXPQZBL
1月5日18:00_NBA经典赛_NBA常规赛精彩回顾：雄鹿vs国王,https://mgev.188766.xyz/play?migutoken=870ef8f54387bba71aa1819dabb6309e&id=nPd5x0JmmQmH2bM0xkytW%2FRoVU9RvRDv9BdGKGudfw0d29Rf8EerZC4Elm2pN12L%2B6qdnh4j2FMe8jFu2SqR%2BxOpkWQIx0wa7xZcn3XzlWhdoAR%2Fz5DEHBfVIcesqyMdA11kF3ef4PZwB93I%2BScLX3Sg%2Ba75moG%2BTK0pmMEteNekNHMXpKOUCOH2%2FABdMxE0QE2SEWqRBXZvHedYXPDgoMJUVllRe%2FpSG9ZRjrtcRDAZxtX0s%2Fcu%2FMS9qf5yEJiCcqnthRPGE3Shb7tswqqjvpL5Jdldd6jxVyChoHGAKtz9Nf8FsO2SzanPf%2FHrOUAD&name=EESUQEwy2rH7S4%2Fb7uMNpOfkQ7zQwHXlWNmDZa0qEYSOMVN5Un%2BTSNYr4Ww31bTuZ6lUg15qphSu7Ix5EaOpueVOi2fMXtJhchqoxxMNHnplBG4WL%2Ffyml9R5POHtFia
1月5日19:00_NBL常规赛第6轮_湖北文旅vs安徽皖江龙,https://mgev.188766.xyz/play?migutoken=45e890ff3049a435340b2ff0218b49e1&id=9wClxdZZt1WBn7vMAmQVPjvpo%2F6za%2Bc0TQKlR0dVW7rA82SfYH2YbnDyUFG8gFLiDmzXY9a%2Bp1XmSFWsGWN1%2FImFujMSVL1EIN6UbV%2FgZ2MxmaBYkBC64h8b5OBH0XDZK66RX%2BXNcaGS%2FWgkPllAOIcQePY48qgnveomR6Qn0Ihm%2B68RDlzGvoJJjIFFjyx75hkubVw42tWIHIHMVb1KvsYuZyXk42JNUkoYdwfKc1Zb%2B1JDZ2JXol%2BKXCQUN7OSADdOaJaXT98H3neg4IGyJR7g7YYNgS2SpK9p8AD%2Byx%2FMIopwOGqibyHB99atLhUp&name=zsACPhR%2FZpc0zmaOaaw4kCgaG0LwT3Xg1fj3Nhd%2BXDWvt5O2neJUSrqDOzSzcV1hgKQyTQKhhFS6nD%2B5DydwcFZg5P1OPBRRVnM3PGiCfAA%3D
1月5日20:00_NBA经典赛_NBA常规赛精彩回顾：雄鹿vs国王,https://mgev.188766.xyz/play?migutoken=3ddfd87c4dec314c37aa3f288f3be64e&id=aEkoEKfJL72LWY%2FKETMmv4OuhM8mif6sdvzbcPjeBbUpQJ8p6U4MXLtUjFrPYA0zKmCfepH3oM5Yx9IDtbJcS8mh0xtE7n8e%2FBh8Sj9pbDJ9goH8n%2FHERYS3EG8baKiNYSoMofpA3E3QyjjwlUH3uMjUCUCCdTD17jteCz%2BE1fEU6XFDT1BC4YXr5qQ3ghvYKfXJvcZ83Oh47X86DmIyo%2BfkfuHBv7VOqXiAmE%2BRx8IGW%2Bo54MISoMmx2Du7CcjuDqasf18gLXC1z8t2NQ%2Fd3wrlrVsqBCWTZ2v5t2ab8Mg4FgcCfMikRa076fmijF0S&name=3Zo8yCIALtdrAhcDLVgv8iPfJLmReklMvKH7uONN5KPJm50jWNTi8kMwYMNC9peU46XTbZ%2FE5FCpCoMcadg0tGIpltJRWDDRVjQBHT70Jdi%2FaHQqaFvuyOyuqIiOtq%2Bh
群友需求,#genre#
WOWOW Live,http://tgyhycdn.zabc.net:2086/tsfile/live/1001_1.m3u8?key=7b2ys2fd
重温经典,https://other.ottiptv.cc/cwjd.m3u8
五星体育,https://other.ottiptv.cc/wxty.m3u8
爆谷台,https://live.catvod.com/iptv.php?id=now_bg
星影台,http://74.91.26.218:82/live/nowxy.m3u8
Now英超1台,https://7pal.short.gy/nowhkp1


元宝TV,#genre#
CCTV1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
CCTV2,http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub
CCTV3,http://38.75.136.137:98/gslb/dsdqpub/cctv3hd.m3u8?auth=testpub
CCTV4,http://38.75.136.137:98/gslb/dsdqpub/cctv4hd.m3u8?auth=testpub
CCTV5,http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub
CCTV5+,http://38.75.136.137:98/gslb/dsdqpub/cctv5p.m3u8?auth=testpub
CCTV6,http://38.75.136.137:98/gslb/dsdqpub/cctv6hd.m3u8?auth=testpub
CCTV7,http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub
CCTV8,http://38.75.136.137:98/gslb/dsdqpub/cctv8hd.m3u8?auth=testpub
CCTV9,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub
CCTV10,http://38.75.136.137:98/gslb/dsdqpub/cctv10hd.m3u8?auth=testpub
