咪咕频道,#genre#
CCTV-2财经,kdsvod://http://v.91kds.com/b7/cctvxw.m3u8?bt=0&id=cctv2hd&pwd=jsdecode@@Referer=https://m-live.cctvnews.cctv.com/@@
CCTV-2财经,htmlplay://https://m.miguvideo.com/m/liveDetail/631780532?channelId=10010001005
CCTV-2财经,kdsvod://http://v.91kds.com/c7/sxy.m3u8?id=cctv2&pwd=jsdecode
CCTV-2财经,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv2&pwd=jsdecode
CCTV-2财经,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv2&pwd=jsdecode
CCTV-2财经,rtmp://play.kankanlive.com/live/1698234898628961
CCTV-2财经,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv2&pwd=jsdecode
CCTV-2财经,http://play.kankanlive.com/live/1698234898628961.m3u8
CCTV-3综艺,http://222.173.9.81/00/SNM/CHANNEL00000003/index.m3u8
CCTV-3综艺,htmlplay://https://m.miguvideo.com/m/liveDetail/624878271?channelId=10010001005
CCTV-3综艺,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv3&pwd=jsdecode
CCTV-3综艺,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv3&pwd=jsdecode
CCTV-3综艺,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv3&pwd=jsdecode
CCTV-3综艺,http://media.hndyjyfw.gov.cn/live/jz-cctv-3/live.m3u8@@Referer=https://www.hndyjyfw.gov.cn/@@
CCTV-4中文国际,kdsvod://http://v.91kds.com/b7/cctvxw.m3u8?bt=1&id=cctv4hd&pwd=jsdecode@@Referer=https://m-live.cctvnews.cctv.com/@@
CCTV-4中文国际,kdsvod://http://v.91kds.com/b7/cctvxw.m3u8?bt=0&id=cctv4hd&pwd=jsdecode@@Referer=https://m-live.cctvnews.cctv.com/@@
CCTV-4中文国际,kdsvod://http://v.91kds.com/b7/xuexi.m3u8?id=cctv4&pwd=jsdecode
CCTV-4中文国际,htmlplay://https://m.miguvideo.com/m/liveDetail/631780421?channelId=10010001005
CCTV-4中文国际,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv4&pwd=jsdecode
CCTV-4中文国际,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv4&pwd=jsdecode
CCTV-4中文国际,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv4&pwd=jsdecode
CCTV-4中文国际,rtmp://play.kankanlive.com/live/1698234936258960
CCTV-4中文国际,http://play.kankanlive.com/live/1698234936258960.m3u8
CCTV-5体育,http://222.173.9.81/00/SNM/CHANNEL30000005/index.m3u8
CCTV-5体育,htmlplay://https://m.miguvideo.com/m/liveDetail/641886683?channelId=10010001005
CCTV-5体育,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv5&pwd=jsdecode
CCTV-5体育,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv5&pwd=jsdecode
CCTV-5体育,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv5&pwd=jsdecode
CCTV-5体育,http://media.hndyjyfw.gov.cn/live/jz-cctv-5/live.m3u8@@Referer=https://www.hndyjyfw.gov.cn/@@
CCTV-5体育,http://hebcx.chinashadt.com:2036/live/10007.stream/playlist.m3u8
CCTV-6电影,http://222.173.9.81/00/SNM/CHANNEL00000006/index.m3u8
CCTV-6电影,htmlplay://https://m.miguvideo.com/m/liveDetail/624878396?channelId=10010001005
CCTV-6电影,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv6&pwd=jsdecode
CCTV-6电影,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv6&pwd=jsdecode
CCTV-6电影,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv6&pwd=jsdecode
CCTV-6电影,http://media.hndyjyfw.gov.cn/live/jz-cctv-6/live.m3u8@@Referer=https://www.hndyjyfw.gov.cn/@@
CCTV-7国防军事,htmlplay://https://m.miguvideo.com/m/liveDetail/673168121?channelId=10010001005
CCTV-7国防军事,kdsvod://http://v.91kds.com/b7/cctvxw.m3u8?bt=1&id=cctv7hd&pwd=jsdecode@@Referer=https://m-live.cctvnews.cctv.com/@@
CCTV-7国防军事,kdsvod://http://v.91kds.com/b7/cctvxw.m3u8?bt=0&id=cctv7hd&pwd=jsdecode@@Referer=https://m-live.cctvnews.cctv.com/@@
CCTV-7国防军事,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv7&pwd=jsdecode
CCTV-7国防军事,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv7&pwd=jsdecode
CCTV-7国防军事,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv7&pwd=jsdecode
CCTV-7国防军事,http://media.hndyjyfw.gov.cn/live/jz-cctv-7/live.m3u8@@Referer=https://www.hndyjyfw.gov.cn/@@
CCTV-8电视剧,http://222.173.9.81/00/SNM/CHANNEL00000008/index.m3u8
CCTV-8电视剧,htmlplay://https://m.miguvideo.com/m/liveDetail/624878356?channelId=10010001005
CCTV-8电视剧,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv8&pwd=jsdecode
CCTV-8电视剧,kdsvod://http://v.91kds.com/c7/sxy.m3u8?id=cctv8&pwd=jsdecode
CCTV-8电视剧,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv8&pwd=jsdecode
CCTV-8电视剧,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv8&pwd=jsdecode
CCTV-9纪录,htmlplay://https://m.miguvideo.com/m/liveDetail/673168140?channelId=10010001005
CCTV-9纪录,kdsvod://http://v.91kds.com/b7/cctvxw.m3u8?bt=1&id=cctv9hd&pwd=jsdecode@@Referer=https://m-live.cctvnews.cctv.com/@@
CCTV-9纪录,kdsvod://http://v.91kds.com/b7/cctvxw.m3u8?bt=0&id=cctv9hd&pwd=jsdecode@@Referer=https://m-live.cctvnews.cctv.com/@@
CCTV-9纪录,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv9&pwd=jsdecode
CCTV-9纪录,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv9&pwd=jsdecode
CCTV-9纪录,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv9&pwd=jsdecode
CCTV-9纪录,rtmp://play.kankanlive.com/live/1698423397390920
CCTV-9纪录,http://media.hndyjyfw.gov.cn/live/jz-cctv-9/live.m3u8@@Referer=https://www.hndyjyfw.gov.cn/@@
CCTV-9纪录,http://play.kankanlive.com/live/1698423397390920.m3u8
CCTV-10科教,htmlplay://https://m.miguvideo.com/m/liveDetail/624878405?channelId=10010001005
CCTV-10科教,kdsvod://http://v.91kds.com/b7/cctvxw.m3u8?bt=1&id=cctv10hd&pwd=jsdecode@@Referer=https://m-live.cctvnews.cctv.com/@@
CCTV-10科教,kdsvod://http://v.91kds.com/b7/cctvxw.m3u8?bt=0&id=cctv10hd&pwd=jsdecode@@Referer=https://m-live.cctvnews.cctv.com/@@
CCTV-10科教,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv10&pwd=jsdecode
CCTV-10科教,kdsvod://http://v.91kds.com/c7/sxy.m3u8?id=cctv10&pwd=jsdecode
CCTV-10科教,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv10&pwd=jsdecode
CCTV-10科教,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv10&pwd=jsdecode
CCTV-10科教,rtmp://play.kankanlive.com/live/1698423445959919
CCTV-10科教,http://media.hndyjyfw.gov.cn/live/jz-cctv-10/live.m3u8@@Referer=https://www.hndyjyfw.gov.cn/@@
CCTV-10科教,http://play.kankanlive.com/live/1698423445959919.m3u8
CCTV-11戏曲,htmlplay://https://m.miguvideo.com/m/liveDetail/667987558?channelId=10010001005
CCTV-11戏曲,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv11&pwd=jsdecode
CCTV-11戏曲,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv11&pwd=jsdecode
CCTV-11戏曲,rtmp://play.kankanlive.com/live/1698423476198918
CCTV-11戏曲,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv11&pwd=jsdecode
CCTV-11戏曲,http://media.hndyjyfw.gov.cn/live/jz-cctv-11/live.m3u8@@Referer=https://www.hndyjyfw.gov.cn/@@
CCTV-11戏曲,http://play.kankanlive.com/live/1698423476198918.m3u8
CCTV-12社会与法,htmlplay://https://m.miguvideo.com/m/liveDetail/673168185?channelId=10010001005
CCTV-12社会与法,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv12&pwd=jsdecode
CCTV-12社会与法,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv12&pwd=jsdecode
CCTV-12社会与法,rtmp://play.kankanlive.com/live/1698423511884917
CCTV-12社会与法,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv12&pwd=jsdecode
CCTV-12社会与法,http://media.hndyjyfw.gov.cn/live/jz-cctv-12/live.m3u8@@Referer=https://www.hndyjyfw.gov.cn/@@
CCTV-12社会与法,http://play.kankanlive.com/live/1698423511884917.m3u8
CCTV-13新闻,kdsvod://http://v.91kds.com/b7/cctvxw.m3u8?bt=1&id=cctv13hd&pwd=jsdecode@@Referer=https://m-live.cctvnews.cctv.com/@@
CCTV-13新闻,kdsvod://http://v.91kds.com/b7/cctvxw.m3u8?bt=0&id=cctv13hd&pwd=jsdecode@@Referer=https://m-live.cctvnews.cctv.com/@@
CCTV-13新闻,htmlplay://https://m.miguvideo.com/m/liveDetail/608807423?channelId=10010001005
CCTV-13新闻,https://221.2.36.14/video/s10001-cctv/index.m3u8
CCTV-13新闻,https://60.211.179.171/video/s10001-cctv/index.m3u8
CCTV-13新闻,https://111.17.177.164/video/s10001-cctv/index.m3u8
CCTV-13新闻,kdsvod://http://v.91kds.com/c7/sxy.m3u8?id=cctv13&pwd=jsdecode
CCTV-13新闻,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv13&pwd=jsdecode
CCTV-13新闻,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv13&pwd=jsdecode
CCTV-13新闻,rtmp://play.kankanlive.com/live/1698423543275916
CCTV-13新闻,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv13&pwd=jsdecode
CCTV-13新闻,http://fjnhdb.chinashadt.com:2036/live/stream:fjds.stream/playlist.m3u8
CCTV-13新闻,https://lives.jnnews.tv/video/s10001-cctv/index.m3u8
CCTV-13新闻,http://media.hndyjyfw.gov.cn/live/jz-cctv-13/live.m3u8@@Referer=https://www.hndyjyfw.gov.cn/@@
CCTV-13新闻,http://play.kankanlive.com/live/1698423543275916.m3u8
CCTV-14少儿,htmlplay://https://m.miguvideo.com/m/liveDetail/624878440?channelId=10010001005
CCTV-14少儿,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv14&pwd=jsdecode
CCTV-14少儿,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv14&pwd=jsdecode
CCTV-14少儿,rtmp://play.kankanlive.com/live/1698423575756915
CCTV-14少儿,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv14&pwd=jsdecode
CCTV-14少儿,http://media.hndyjyfw.gov.cn/live/jz-cctv-14/live.m3u8@@Referer=https://www.hndyjyfw.gov.cn/@@
CCTV-14少儿,http://play.kankanlive.com/live/1698423575756915.m3u8
CCTV-15音乐,htmlplay://https://m.miguvideo.com/m/liveDetail/673168223?channelId=10010001005
CCTV-15音乐,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv15&pwd=jsdecode
CCTV-15音乐,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv15&pwd=jsdecode
CCTV-15音乐,rtmp://play.kankanlive.com/live/1698423607826914
CCTV-15音乐,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv15&pwd=jsdecode
CCTV-15音乐,http://play.kankanlive.com/live/1698423607826914.m3u8
CCTV-15音乐,http://hbhh.chinashadt.com:2111/live/hbhhys.stream/playlist.m3u8
CCTV-16奥林匹克,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv16&pwd=jsdecode
CCTV-16奥林匹克,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv16&pwd=jsdecode
CCTV-16奥林匹克,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv16&pwd=jsdecode
CCTV-17农业农村,htmlplay://https://m.miguvideo.com/m/liveDetail/673168256?channelId=10010001005
CCTV-17农业农村,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv17&pwd=jsdecode
CCTV-17农业农村,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv17&pwd=jsdecode
CCTV-17农业农村,rtmp://play.kankanlive.com/live/1698423272597921
CCTV-17农业农村,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=cctv17&pwd=jsdecode
CCTV-17农业农村,http://play.kankanlive.com/live/1698423272597921.m3u8
阅兵装备详解,https://sns-video-qc.xhscdn.com/spectrum/1040g35831m3gn20vl2105psa03dj9asni3a3cl8?sign=01d904f24ffd21724e450a6ad66bd6ff&t=68c0dbf2
凤凰中文,http://zqh2333.top:2222/rtp/239.93.24.9:2192
凤凰资讯,http://zqh2333.top:2222/rtp/239.93.24.4:2191
凤凰香港,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&sIPSercert=8de23d0849e78e3b16ec92a2092354
CCTV-01,http://m.061899.xyz/mg/cctv1
CCTV-01,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8
CCTV-02,http://m.061899.xyz/mg/cctv2
CCTV-02,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8
CCTV-03,http://m.061899.xyz/mg/cctv3
CCTV-03,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8
CCTV-04,http://m.061899.xyz/mg/cctv4
CCTV-05,http://m.061899.xyz/mg/cctv5
CCTV-5+,http://m.061899.xyz/mg/cctv5p
CCTV-06,http://m.061899.xyz/mg/cctv6
CCTV-07,http://m.061899.xyz/mg/cctv7
CCTV-08,http://m.061899.xyz/mg/cctv8
CCTV-08,http://iptv.huuc.edu.cn/hls/cctv8hd.m3u8
CCTV-09,http://m.061899.xyz/mg/cctv9
CCTV-10,http://m.061899.xyz/mg/cctv10
CCTV-11,http://m.061899.xyz/mg/cctv11
CCTV-12,http://m.061899.xyz/mg/cctv12
CCTV-13,http://m.061899.xyz/mg/cctv13
CCTV-13,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8
CCTV-14,http://m.061899.xyz/mg/cctv14
CCTV-15,http://m.061899.xyz/mg/cctv15
CCTV-16,http://m.061899.xyz/mg/cctv16
CCTV-17,http://m.061899.xyz/mg/cctv17
cctv美洲,http://m.061899.xyz/mg/cctv4m
cctv欧洲,http://m.061899.xyz/mg/cctv4o
CETV-01,http://m.061899.xyz/mg/cetv1
CETV-02,http://m.061899.xyz/mg/cetv2
CETV-04,http://m.061899.xyz/mg/cetv4
凤凰中文频标,http://m.061899.xyz/mg/fhzw
凤凰资讯频标,http://m.061899.xyz/mg/fhzx
凤凰香港频标,http://m.061899.xyz/mg/fhhk
家庭影院,http://m.061899.xyz/mg/jtyy
动作电影,http://m.061899.xyz/mg/dzdy
影迷电影,http://m.061899.xyz/mg/ymdy
北京卫视,http://m.061899.xyz/mg/bjws
东方卫视,http://m.061899.xyz/mg/dfws
东方卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=dfws
浙江卫视,http://m.061899.xyz/mg/zjws
江苏卫视,http://m.061899.xyz/mg/jsws
江苏卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=jsws
湖南卫视,http://m.061899.xyz/mg/hunws
广东卫视,http://m.061899.xyz/mg/gdws
广东卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=gdws
深圳卫视,http://m.061899.xyz/mg/szws
天津卫视,http://m.061899.xyz/mg/tjws
安徽卫视,http://m.061899.xyz/mg/ahws
山东卫视,http://m.061899.xyz/mg/sdws
河北卫视,http://m.061899.xyz/mg/hbws
河南卫视,http://m.061899.xyz/mg/hnws
河南卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=hnws
江西卫视,http://m.061899.xyz/mg/jxws
江西卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=jxws
四川卫视,http://m.061899.xyz/mg/scws
重庆卫视,http://m.061899.xyz/mg/cqws
贵州卫视,http://m.061899.xyz/mg/gzws
湖北卫视,http://m.061899.xyz/mg/hubws
湖北卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=hubws
广西卫视,http://m.061899.xyz/mg/gxws
东南卫视,http://m.061899.xyz/mg/dnws
东南卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=dnws
海南卫视,http://m.061899.xyz/mg/hinws
海南卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=hinws
三沙卫视,http://43.159.77.196:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/sanshaSD/__op/default/__f/index.m3u8
三沙卫视,https://stream.iptv-search.com/main.php?id=%E4%B8%89%E6%B2%99%E5%8D%AB%E8%A7%86&t=1755401429&token=7ddfc6d40f1c98da27c8b5e7c59836a3
甘肃卫视,http://m.061899.xyz/mg/gsws
青海卫视,http://m.061899.xyz/mg/qhws
青海卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=qhws
陕西卫视,http://m.061899.xyz/mg/sxws
陕西卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=sxws
宁夏卫视,http://m.061899.xyz/mg/nxws
新疆卫视,http://m.061899.xyz/mg/xjws
西藏卫视,http://m.061899.xyz/mg/xzws
兵团卫视,http://m.061899.xyz/mg/btws
吉林卫视,http://m.061899.xyz/mg/jlws
吉林卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=jlws
内蒙古视,http://m.061899.xyz/mg/nmgws
黑龙江视,http://m.061899.xyz/mg/hljws
重温经典,http://m.061899.xyz/mg/cwjd
劲爆体育,http://m.061899.xyz/mg/jbty
咪咕体育,http://m.061899.xyz/mg/mgty
北京体育,http://m.061899.xyz/mg/bjty
北京新闻,http://m.061899.xyz/mg/bjxw
北京财经,http://m.061899.xyz/mg/bjcj
北京文艺,http://m.061899.xyz/mg/bjwy
北京生活,http://m.061899.xyz/mg/bjsh
北京少儿,http://m.061899.xyz/mg/bjkk
北京影视,http://m.061899.xyz/mg/bjys
北京纪实,http://m.061899.xyz/mg/bjjs
东方影视,http://m.061899.xyz/mg/shys
东方纪实,http://m.061899.xyz/mg/xjs
红色轮播,http://m.061899.xyz/mg/hslb
金色剧场,http://m.061899.xyz/mg/jsjc
乡村振兴,http://m.061899.xyz/mg/xczx
CCTV-1综合,http://mg.qqnb.top/zb2.php?id=cctv1
CCTV-1综合,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv1
CCTV-2财经,http://mg.qqnb.top/zb2.php?id=cctv2
CCTV-2财经,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv2
CCTV-3综艺,http://mg.qqnb.top/zb2.php?id=cctv3
CCTV-3综艺,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv3
CCTV-4中文国际,http://mg.qqnb.top/zb2.php?id=cctv4
CCTV-4中文国际,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv4
CCTV-4美洲,http://mg.qqnb.top/zb2.php?id=cctv4a
CCTV-4欧洲,http://mg.qqnb.top/zb2.php?id=cctv4o
CCTV-5体育,http://mg.qqnb.top/zb2.php?id=cctv5
CCTV-5体育,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv5
CCTV-5+体育赛事,http://mg.qqnb.top/zb2.php?id=cctv5p
CCTV-5+体育赛事,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv5p
CCTV-6电影,http://mg.qqnb.top/zb2.php?id=cctv6
CCTV-6电影,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv6
CCTV-7国防军事,http://mg.qqnb.top/zb2.php?id=cctv7
CCTV-7国防军事,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv7
CCTV-8电视剧,http://mg.qqnb.top/zb2.php?id=cctv8
CCTV-8电视剧,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv8
CCTV-9纪录,http://mg.qqnb.top/zb2.php?id=cctv9
CCTV-9纪录,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv9
CCTV-10科教,http://mg.qqnb.top/zb2.php?id=cctv10
CCTV-10科教,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv10
CCTV-11戏曲,http://mg.qqnb.top/zb2.php?id=cctv11
CCTV-11戏曲,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv11
CCTV-12社会与法,http://mg.qqnb.top/zb2.php?id=cctv12
CCTV-12社会与法,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv12
CCTV-13新闻,http://mg.qqnb.top/zb2.php?id=cctv13
CCTV-13新闻,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv13
CCTV-14少儿,http://mg.qqnb.top/zb2.php?id=cctv14
CCTV-14少儿,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv14
CCTV-15音乐,http://mg.qqnb.top/zb2.php?id=cctv15
CCTV-15音乐,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv15
CCTV-17农业农村,http://mg.qqnb.top/zb2.php?id=cctv17
CCTV-17农业农村,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv17
CCTV发现之旅,http://mg.qqnb.top/zb2.php?id=fxzl
CCTV发现之旅,http://mg.hmysapp.cn:177/ckmg/zb.php?id=fxzl
CCTV老故事,http://mg.qqnb.top/zb2.php?id=lgs
CCTV老故事,http://mg.hmysapp.cn:177/ckmg/zb.php?id=lgs
CCTV中学生,http://mg.qqnb.top/zb2.php?id=zxs
CCTV中学生,http://mg.hmysapp.cn:177/ckmg/zb.php?id=zxs
CGTN,http://mg.qqnb.top/zb2.php?id=cgtn
CGTN,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cgtn
CGTN纪录,http://mg.qqnb.top/zb2.php?id=cgtnjl
CGTN纪录,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cgtnjl
CGTN西班牙语,http://mg.qqnb.top/zb2.php?id=cgtne
CGTN法语,http://mg.qqnb.top/zb2.php?id=cgtnf
CGTN阿拉伯语,http://mg.qqnb.top/zb2.php?id=cgtna
CGTN俄语,http://mg.qqnb.top/zb2.php?id=cgtnr
CCTV-4中文美洲,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv4m
CCTV-4中文欧洲,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv4o
CCTV西班牙语,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cgtne
CCTV法语,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cgtnf
CCTV阿拉伯语,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cgtna
CCTV俄语,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cgtnr
CHC家庭影院,http://mg.hmysapp.cn:177/ckmg/zb.php?id=chcjt
CHC动作电影,http://mg.hmysapp.cn:177/ckmg/zb.php?id=chcdz
CHC影迷电影,http://mg.hmysapp.cn:177/ckmg/zb.php?id=chcym
大湾区卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=dwqws
海峡卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=hxws
CCTV-01咪咕,http://go.bkpcp.top/mg/cctv1
CCTV-01咪咕,http://goo.bkpcp.top/mg/cctv1
CCTV-01咪咕,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV-02咪咕,http://go.bkpcp.top/mg/cctv2
CCTV-02咪咕,http://goo.bkpcp.top/mg/cctv2
CCTV-02咪咕,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV-03咪咕,http://go.bkpcp.top/mg/cctv3
CCTV-03咪咕,http://goo.bkpcp.top/mg/cctv3
CCTV-03咪咕,http://z.b.bkpcp.top/m.php?id=cctv3
CCTV-04咪咕,http://go.bkpcp.top/mg/cctv4
CCTV-04咪咕,http://goo.bkpcp.top/mg/cctv4
CCTV-04咪咕,http://z.b.bkpcp.top/m.php?id=cctv4
CCTV-05咪咕,http://go.bkpcp.top/mg/cctv5
CCTV-05咪咕,http://goo.bkpcp.top/mg/cctv5
CCTV-05咪咕,http://z.b.bkpcp.top/m.php?id=cctv5
CCTV-5+咪咕,http://go.bkpcp.top/mg/cctv5p
CCTV-5+咪咕,http://z.b.bkpcp.top/m.php?id=cctv5p
CCTV-06咪咕,http://go.bkpcp.top/mg/cctv6
CCTV-06咪咕,http://goo.bkpcp.top/mg/cctv6
CCTV-06咪咕,http://z.b.bkpcp.top/m.php?id=cctv6
CCTV-07咪咕,http://go.bkpcp.top/mg/cctv7
CCTV-07咪咕,http://goo.bkpcp.top/mg/cctv7
CCTV-07咪咕,http://z.b.bkpcp.top/m.php?id=cctv7
CCTV-08咪咕,http://go.bkpcp.top/mg/cctv8
CCTV-08咪咕,http://goo.bkpcp.top/mg/cctv8
CCTV-08咪咕,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV-09咪咕,http://go.bkpcp.top/mg/cctv9
CCTV-09咪咕,http://goo.bkpcp.top/mg/cctv9
CCTV-09咪咕,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV-10咪咕,http://go.bkpcp.top/mg/cctv10
CCTV-10咪咕,http://goo.bkpcp.top/mg/cctv10
CCTV-10咪咕,http://z.b.bkpcp.top/m.php?id=cctv10
CCTV-11咪咕,http://go.bkpcp.top/mg/cctv11
CCTV-11咪咕,http://goo.bkpcp.top/mg/cctv11
CCTV-11咪咕,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV-12咪咕,http://go.bkpcp.top/mg/cctv12
CCTV-12咪咕,http://goo.bkpcp.top/mg/cctv12
CCTV-12咪咕,http://z.b.bkpcp.top/m.php?id=cctv12
CCTV-13咪咕,http://go.bkpcp.top/mg/cctv13
CCTV-13咪咕,http://goo.bkpcp.top/mg/cctv13
CCTV-13咪咕,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV-14咪咕,http://go.bkpcp.top/mg/cctv14
CCTV-14咪咕,http://goo.bkpcp.top/mg/cctv14
CCTV-14咪咕,http://z.b.bkpcp.top/m.php?id=cctv14
CCTV-15咪咕,http://go.bkpcp.top/mg/cctv15
CCTV-15咪咕,http://goo.bkpcp.top/mg/cctv15
CCTV-15咪咕,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV-16咪咕,http://go.bkpcp.top/mg/cctv16
CCTV-17咪咕,http://go.bkpcp.top/mg/cctv17
CCTV-17咪咕,http://goo.bkpcp.top/mg/cctv17
CCTV-17咪咕,http://z.b.bkpcp.top/m.php?id=cctv17
cct4欧洲咪咕,http://go.bkpcp.top/mg/cctv4o
cct4美洲咪咕,http://go.bkpcp.top/mg/cctv4m
CGTN-西咪咕,http://go.bkpcp.top/mg/cgtne
CGTN-阿咪咕,http://go.bkpcp.top/mg/cgtna
CGTN-法咪咕,http://go.bkpcp.top/mg/cgtnf
北京卫视咪咕,http://go.bkpcp.top/mg/bjws
东方卫视咪咕,http://go.bkpcp.top/mg/dfws
东方卫视咪咕,http://goo.bkpcp.top/mg/dfws
浙江卫视咪咕,http://go.bkpcp.top/mg/zjws
江苏卫视咪咕,http://go.bkpcp.top/mg/jsws
江苏卫视咪咕,http://goo.bkpcp.top/mg/jsws
